paper_key,arxiv_id,doi,title,authors,year,venue,citation_count,tier,review_source,corpus,contribution_type,method_name,peft_technique,distribution_mechanism,thesis_sections,contribution_codes,datasets,metrics,key_finding,notes_raw,source
10.18653/v1/2020.emnlp-main.165,,10.18653/v1/2020.emnlp-main.165,FedED: Federated Learning via Ensemble Distillation for Medical Relation Extraction,"Sui D., Chen Y., Zhao J., Jia Y., Xie Y., Sun W.",2020,Conference on Empirical Methods in Natural Language Processing,141,3,fulltext,background,P2P-FL,,none,federated,§6.x,,,,FedED: ensemble distillation for medical FL,FedED: ensemble distillation for medical FL; communication-efficient FL for NLP. §6.x,SCOPUS
10.1109/JIOT.2020.2964162,,10.1109/JIOT.2020.2964162,Federated Learning With Cooperating Devices: A Consensus Approach for Massive IoT Networks,"Savazzi S., Nicoli M., Rampa V.",2019,IEEE Internet of Things Journal 7,353,3,fulltext,background,P2P-FL,,none,gossip; P2P; federated; serverless,§6.x,,,,Consensus-based serverless FL for IoT,Consensus-based serverless FL for IoT; gossip-style decentralised aggregation. §6.x P2P FL foundations,SCOPUS
aad543a5b7f231f085764ce0258fe8914a15006f,,,BrainTorrent: A Peer-to-Peer Environment for Decentralized Federated Learning,,2019,ArXiv,348,3,abstract-2nd-pass,background,P2P-FL,,none,P2P; federated,§6.x,,,,BrainTorrent: P2P decentralized FL for medical imaging,§6.x BrainTorrent: P2P decentralized FL for medical imaging,ARXIV
df4fa94897ce02d2f394d8ae7304da639d3e7b5c,,,Decentralized Federated Learning: A Segmented Gossip Approach,,2019,ArXiv,216,3,abstract-2nd-pass,background,P2P-FL,,none,gossip; federated,§6.x,,,,segmented gossip decentralized FL without central server,§6.x segmented gossip decentralized FL without central server,ARXIV
10.1109/CSITSS67709.2025.11294535,,10.1109/CSITSS67709.2025.11294535,A Distributed Peer-to-Peer NLP Model Training Framework with Blockchain Incentives,"Penumada A.R., Gundapaneni D.J., Chennupati A., Belwal M.",2025,2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),0,3,abstract-2nd-pass,background,P2P-DL,,none,blockchain; P2P; federated,§6.x,,,,distributed P2P NLP training with blockchain incentives,§6.x distributed P2P NLP training with blockchain incentives,SCOPUS
2312.08361,2312.08361,10.48550/arXiv.2312.08361,Distributed Inference and Fine-tuning of Large Language Models Over The Internet,"Borzunov A., Ryabinin M., Chumachenko A., Baranchuk D., Dettmers T., Belkada Y., Samygin P., Raffel C.",2023,ArXiv,78,3,fulltext,background,P2P-DL,,generic-PEFT,P2P; decentralised,§5.2,,,,Petals extended: fault-tolerant inference over Internet,Petals extended: fault-tolerant inference over Internet; load-balancing; geodistributed P2P. §5.2,SCOPUS
10.1016/j.future.2023.11.006,,10.1016/j.future.2023.11.006,Multi-task peer-to-peer learning using an encoder-only transformer model,"Šajina R., Tanković N., Ipšić I.",2023,Future Gener. Comput. Syst. 152,4,3,abstract-2nd-pass,background,P2P-DL,,none,P2P,§5.x; §6.x,,,,multi-task P2P learning with encoder-only transformer,§5.x §6.x multi-task P2P learning with encoder-only transformer,SCOPUS
4d886c571c0849fda73a2d24e944d59fd37bcf9c,,,Collaborative Deep Learning in Fixed Topology Networks,"Jiang Z., Balu A., Hegde C., Sarkar S.",2017,Neural Information Processing Systems,193,3,abstract-2nd-pass,background,P2P-DL,,none,P2P; federated; model-parallel,§6.x,,,,collaborative DL in fixed P2P topology networks,§6.x collaborative DL in fixed P2P topology networks,SCOPUS
aaf4cec6c0ec0f195fc7aa3b0b175c73204fb575,,,Decentralized Collaborative Learning of Personalized Models over Networks,"Vanhaesebrouck P., Bellet A., Tommasi M.",2016,International Conference on Artificial Intelligence and Statistics,248,3,abstract-2nd-pass,background,P2P-DL,,none,gossip; P2P; decentralised,§6.x,,,,decentralized collaborative learning of personalized models in P2P,§6.x decentralized collaborative learning of personalized models in P2P,SCOPUS
2506.21901,2506.21901,10.48550/arXiv.2506.21901,A Survey of LLM Inference Systems,James Pan; Guoliang Li,2025,arXiv.org,6,3,fulltext,background,survey,,none,serverless,§5.x,,,,"LLM inference systems survey: batching, scheduling, memory, quantization, disaggregation","LLM inference systems survey: batching, scheduling, memory, quantization, disaggregation. §5.x background",ARXIV
10.1145/3754448,,10.1145/3754448,Towards Efficient Generative Large Language Model Serving: A Survey from Algorithms to Systems,"Miao X., Oliaro G., Zhang Z., Cheng X., Jin H., Chen T., Jia Z.",2025,ACM Computing Surveys,5,3,abstract-2nd-pass,background,survey,,none,none,§5.x,,,,survey of generative LLM serving algorithms and systems,§5.x survey of generative LLM serving algorithms and systems,SCOPUS
2602.08019,2602.08019,10.54097/bvpfjj49,The Rise of Sparse Mixture-of-Experts: A Survey from Algorithmic Foundations to Decentralized Architectures and Vertical Domain Applications,Dong Pan; Bingtao Li; Yongsheng Zheng; Jiren Ma; Victor Fei,2025,Journal of Computer Science and Artificial Intelligence,0,3,fulltext,background,survey,,LoRA; MoE-adapters,decentralised,§7.x,,,,"Sparse MoE survey: routing, experts, decentralised architectures, vertical domains","Sparse MoE survey: routing, experts, decentralised architectures, vertical domains. §7.x background",ARXIV
10.1145/3719664,,10.1145/3719664,"A Review on Edge Large Language Models: Design, Execution, and Applications","Zheng Y., Chen Y., Qian B., Shi X., Shu Y., Chen J.",2025,ACM COMPUTING SURVEYS,51,G_SNOW_F,abstract-2nd-pass,background,survey,,none,none,§5.x,,,,"review on edge LLM design, execution, and applications","§5.x review on edge LLM design, execution, and applications",SCOPUS
10.1007/s11704-024-40663-9,,10.1007/s11704-024-40663-9,A survey on LoRA of large language models,"Mao Y., Ge Y., Fan Y., Xu W., Mi Y., Hu Z., Gao Y.",2024,Frontiers of Computer Science 19,120,1,fulltext,background,survey,,LoRA,federated,§3.x,,,,"LoRA survey: downstream adaptation, cross-task generalisation, FL privacy, efficiency","LoRA survey: downstream adaptation, cross-task generalisation, FL privacy, efficiency. §3.x",SCOPUS
2403.14608,2403.14608,,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,"Han Z., Gao C., Liu J., Zhang J., Zhang S.Q.",2024,Transactions on Machine Learning Research (TMLR 2024)  ← corrected from arXiv,805,2,fulltext,background,survey,,generic-PEFT,none,§3.1,,,,"Han 2024 PEFT survey: comprehensive PEFT taxonomy, systems, hardware","Han 2024 PEFT survey: comprehensive PEFT taxonomy, systems, hardware. §3.1/3.5",SCOPUS
10.1007/s10462-025-11236-4,,10.1007/s10462-025-11236-4,Parameter-efficient fine-tuning in large language models: a survey of methodologies,"Wang L., Chen S., Jiang L., Pan S., Cai R., Yang S., Yang F.",2024,Artificial Intelligence Review 58,68,2,fulltext,background,survey,,LoRA,none,§3.x,,,,PEFT survey (AI Review 2025): recent survey covering LoRA variants and FL applications,PEFT survey (AI Review 2025): recent survey covering LoRA variants and FL applications. §3.x,SCOPUS
10.1038/s42256-023-00626-4,,10.1038/s42256-023-00626-4,Parameter-efficient fine-tuning of large-scale pre-trained language models,"Ding N., Qin Y., Yang G., Wei F., Yang Z., Su Y., Hu S., Chen Y., Chan C.-M., Chen W., Yi J., Zhao W., Wang X., Liu Z., Zheng H.-T., Chen J., Liu Y., Tang J., Li J., Sun M.",2023,Nature Machine Intelligence,1067,2,fulltext,background,survey,,generic-PEFT,none,§3.1,,,,Delta-tuning (Nature MI): taxonomy of additive/selective/reparameterisation methods,Delta-tuning (Nature MI): taxonomy of additive/selective/reparameterisation methods; 100+ NLP tasks. §3.1,SCOPUS
2312.12148,2312.12148,10.48550/arXiv.2312.12148,Parameter-Efficient Fine-Tuning Methods for Pretrained Language Models: A Critical Review and Assessment,"Xu L., Xie H., Qin S.J., Tao X., Wang F.L.",2023,IEEE transactions on pattern analysis and machine intelligence PP,297,2,fulltext,background,survey,,generic-PEFT,none,§3.x,,,,PEFT Methods critical review: systematic evaluation of PEFT families,PEFT Methods critical review: systematic evaluation of PEFT families. §3.x,SCOPUS
6007263dd3d14373be5f84fb6ccb0be3f7fce903,,,Scaling Down to Scale Up: A Guide to Parameter-Efficient Fine-Tuning,,2023,ArXiv,256,2,abstract-2nd-pass,background,survey,,LoRA,none,§3.x,,,,PEFT survey covering 50+ methods,§3.x PEFT survey covering 50+ methods,ARXIV
2304.14999,2304.14999,10.48550/arXiv.2304.14999,Empirical Analysis of the Strengths and Weaknesses of PEFT Techniques for LLMs,George Pu; Anirudh Jain; Jihan Yin; Russell Kaplan,2023,arXiv.org,52,2,fulltext,background,survey,,generic-PEFT,none,§3.x,,,,"Empirical PEFT benchmark on FLAN-T5: data scale effects, convergence analysis","Empirical PEFT benchmark on FLAN-T5: data scale effects, convergence analysis. §3.x",ARXIV
2308.04604,2308.04604,10.48550/arXiv.2308.04604,A Survey on Decentralized Federated Learning,Edoardo Gabrielli; Anthony Di Pietro; Dario Fenoglio; Giovanni Pica; Gabriele Tolomei,2023,ArXiv,44,3,fulltext,background,survey,,none,P2P; federated; edge-collaborative,§6.x,,,,"DFL survey (2018-2026): P2P coordination replacing server, topology-dependent dynamics, security","DFL survey (2018-2026): P2P coordination replacing server, topology-dependent dynamics, security. §6.x",ARXIV
2205.05638,2205.05638,10.48550/arXiv.2205.05638,Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning,"Liu H., Tam D., Muqeeth M., Mohta J., Huang T., Bansal M., Raffel C.",2022,Neural Information Processing Systems,1270,2,fulltext,background,survey,,prompt-tuning,none,§3.4,,,,(IA)³ PEFT method + PEFT vs ICL comparison,(IA)³ PEFT method + PEFT vs ICL comparison; T-Few recipe. §3.4,SCOPUS
2203.06904,2203.06904,10.48550/arXiv.2203.06904,Delta Tuning: A Comprehensive Study of Parameter Efficient Methods for Pre-trained Language Models,Ning Ding; Yujia Qin; Guang Yang; Fuchao Wei; Zonghan Yang; Yusheng Su; Shengding Hu; Yulin Chen; Chi-Min Chan; Weize Chen; Jing Yi; Weilin Zhao; Xiaozhi Wang; Zhiyuan Liu; Hai-Tao Zheng; Jianfei Chen; Yang Liu; Jie Tang; Juanzi Li; Maosong Sun,2022,ArXiv,230,2,fulltext,background,survey,,generic-PEFT,none,§3.1,,,,Delta Tuning arXiv: additive/selective/reparameterisation taxonomy,Delta Tuning arXiv: additive/selective/reparameterisation taxonomy; connects to Nature MI version. §3.1,ARXIV
10.18653/v1/2022.acl-short.1,,10.18653/v1/2022.acl-short.1,BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models,"Ben-Zaken E., Ravfogel S., Goldberg Y.",2021,Annual Meeting of the Association for Computational Linguistics,1678,2,fulltext,background,survey,,generic-PEFT,none,§3.4,,,,BitFit: selective bias-term fine-tuning,BitFit: selective bias-term fine-tuning; PEFT taxonomy. §3.4,SCOPUS
10.54097/6w0gxa44,,10.54097/6w0gxa44,Low Rank Adaptation Enables Efficient Domain Transfer in Billion Parameter Language Models,,2026,Computer Life,0,2,abstract-2nd-pass,background,PEFT-method,,QLoRA,none,§3.x,,,,low-rank adaptation for domain transfer in billion-parameter LLMs,§3.x low-rank adaptation for domain transfer in billion-parameter LLMs,
10.1109/LSP.2026.3652946,,10.1109/LSP.2026.3652946,FiLoRA: Parameter-Efficient Fine-Tuning With Fisher Information-Guided Low-Rank Adaptation,"Han D., Guo S.",2026,IEEE Signal Processing Letters,0,3,abstract-2nd-pass,background,PEFT-method,,LoRA,none,§3.x,,,,FiLoRA: Fisher information guided low-rank adaptation,§3.x FiLoRA: Fisher information guided low-rank adaptation,SCOPUS
10.18653/v1/2025.findings-acl.527,,10.18653/v1/2025.findings-acl.527,LoRMA: Low-Rank Multiplicative Adaptation for LLMs,"Bihany H., Patel S., Modi A.",2025,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,G_SNOW_F,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,LoRMA: multiplicative LoRA updates via re-ordered matrix ops,LoRMA: multiplicative LoRA updates via re-ordered matrix ops; richer parameter space than additive. §3.4,SCOPUS
26d9a6ef4063ab3d32e672031bc8fd43f0262821,,,"LoRA-One: One-Step Full Gradient Could Suffice for Fine-Tuning Large Language Models, Provably and Efficiently","Zhang Y., Liu F., Chen Y.",2025,Proceedings of Machine Learning Research,,G_SNOW_F,abstract-2nd-pass,background,PEFT-method,,LoRA,none,§3.x,,,,LoRA-One: theory-guided LoRA initialization and fine-tuning,§3.x LoRA-One: theory-guided LoRA initialization and fine-tuning,SCOPUS
9b509c71cc96f1168e7c2048291ed58e573dbc88,,,IPA: An Information-Reconstructive Input Projection Framework for Efficient Foundation Model Adaptation,"Yin Y., Venkataramanan S., Vu T.-H., Bursuc A., Cord M.",2025,Transactions on Machine Learning Research,,G_SNOW_F,abstract-2nd-pass,background,PEFT-method,,LoRA,none,§3.x,,,,IPA: information-reconstructive input projection for PEFT,§3.x IPA: information-reconstructive input projection for PEFT,SCOPUS
2407.05000,2407.05000,10.48550/arXiv.2407.05000,LoRA-GA: Low-Rank Adaptation with Gradient Approximation,"Wang S., Yu L., Li J.",2024,Neural Information Processing Systems,119,2,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,LoRA-GA: gradient-aligned init closes LoRA-full FT convergence gap,LoRA-GA: gradient-aligned init closes LoRA-full FT convergence gap. §3.4,SCOPUS
2410.21228,2410.21228,10.48550/arXiv.2410.21228,LoRA vs Full Fine-tuning: An Illusion of Equivalence,Reece Shuttleworth; Jacob Andreas; Antonio Torralba; Pratyusha Sharma,2024,ArXiv,76,2,fulltext,background,PEFT-method,,LoRA,none,§3.3,,,,LoRA vs full FT: intruder dimensions in spectral analysis,LoRA vs full FT: intruder dimensions in spectral analysis; localised forgetting mechanism. §3.3,ARXIV
2405.17604,2405.17604,10.48550/arXiv.2405.17604,LoRA-XS: Low-Rank Adaptation with Extremely Small Number of Parameters,"Bałazy K., Banaei M., Aberer K., Tabor J.",2024,European Conference on Artificial Intelligence,60,2,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,LoRA-XS: SVD-based intermediate matrix,LoRA-XS: SVD-based intermediate matrix; 100× storage reduction vs LoRA; scales to single param. §3.4,SCOPUS
2402.12354,2402.12354,10.48550/arXiv.2402.12354,LoRA+: Efficient Low Rank Adaptation of Large Models,"Hayou S., Ghosh N., Yu B.",2024,International Conference on Machine Learning,378,3,fulltext,background,PEFT-method,,LoRA,none,§3.3,,,,LoRA+: differential learning rates for A/B matrices,"LoRA+: differential learning rates for A/B matrices; 1-2% improvement, 2× speedup. §3.3",SCOPUS
2305.14314,2305.14314,10.48550/arXiv.2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,"Dettmers T., Pagnoni A., Holtzman A., Zettlemoyer L.",2023,Neural Information Processing Systems,4299,1,fulltext,background,PEFT-method,,QLoRA,none,§3.4,,,,QLoRA: 4-bit quantization + LoRA,QLoRA: 4-bit quantization + LoRA; foundational for memory-efficient adapter training. §3.4,SCOPUS
2303.16199,2303.16199,10.48550/arXiv.2303.16199,LLaMA-Adapter: Efficient Fine-tuning of Language Models with Zero-init Attention,Renrui Zhang; Jiaming Han; Chris Liu; Peng Gao; Aojun Zhou; Xiangfei Hu; Shilin Yan; Pan Lu; Hongsheng Li; Yu Qiao,2023,arXiv.org,992,2,fulltext,background,PEFT-method,,generic-PEFT,none,§3.4,,,,LLaMA-Adapter: zero-initialized attention for instruction tuning,LLaMA-Adapter: zero-initialized attention for instruction tuning; 1.2M params. §3.4,ARXIV
2303.10512,2303.10512,10.48550/arXiv.2303.10512,Adaptive Budget Allocation for Parameter-Efficient Fine-Tuning,"Zhang Q., Chen M., Bukharin A., He P., Cheng Y., Chen W., Zhao T.",2023,ArXiv,624,2,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,AdaLoRA: SVD-based importance-aware rank allocation,AdaLoRA: SVD-based importance-aware rank allocation; prunes unimportant singular values. §3.4,SCOPUS
2304.01933,2304.01933,10.48550/arXiv.2304.01933,LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,"Hu Z., Wang L., Lan Y., Xu W., Lim E.-P., Bing L., Xu X., Poria S., Lee R.K.-W.",2023,Conference on Empirical Methods in Natural Language Processing,436,2,fulltext,background,PEFT-method,,generic-PEFT,none,§3.x,,,,LLM-Adapters: framework + empirical study of adapter placement across 14 datasets,LLM-Adapters: framework + empirical study of adapter placement across 14 datasets. §3.x,SCOPUS
2310.11454,2310.11454,10.48550/arXiv.2310.11454,VeRA: Vector-based Random Matrix Adaptation,"Kopiczko D.J., Blankevoort T., Asano Y.M.",2023,International Conference on Learning Representations,299,2,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,VeRA: shared low-rank matrices + task-specific scaling vectors,VeRA: shared low-rank matrices + task-specific scaling vectors; extreme storage savings. §3.4,SCOPUS
2310.08659,2310.08659,10.48550/arXiv.2310.08659,LoftQ: LoRA-Fine-Tuning-Aware Quantization for Large Language Models,"Li Y., Yu Y., Liang C., He P., Karampatziakis N., Chen W., Zhao T.",2023,International Conference on Learning Representations,213,2,fulltext,background,PEFT-method,,QLoRA,none,§3.4,,,,LoftQ: joint quantization + LoRA-aware init,LoftQ: joint quantization + LoRA-aware init; outperforms QLoRA at 2-bit. §3.4,SCOPUS
0d2adcddccd72de47c263b6e4e0aab3dd0582a52,,,ReLoRA: High-Rank Training Through Low-Rank Updates,"Lialin V., Muckatira S., Shivagunde N., Rumshisky A.",2023,International Conference on Learning Representations,198,2,abstract-2nd-pass,background,PEFT-method,,LoRA,none,§3.x,,,,ReLoRA: high-rank training via iterative low-rank updates,§3.x ReLoRA: high-rank training via iterative low-rank updates,SCOPUS
2311.11696,2311.11696,10.48550/arXiv.2311.11696,Sparse Low-rank Adaptation of Pre-trained Language Models,"Ding N., Lv X., Wang Q., Chen Y., Zhou B., Liu Z., Sun M.",2023,Conference on Empirical Methods in Natural Language Processing,104,2,fulltext,background,PEFT-method,,LoRA,none,§3.4,,,,SoRA: sparse gate controls intrinsic rank dynamically,SoRA: sparse gate controls intrinsic rank dynamically; rank-optimal at inference. §3.4,SCOPUS
2301.01821,2301.01821,10.48550/arXiv.2301.01821,Parameter-Efficient Fine-Tuning Design Spaces,"Chen J., Zhang A., Shi X., Li M., Smola A., Yang D.",2023,International Conference on Learning Representations,80,2,fulltext,background,PEFT-method,,LoRA; prefix-tuning,none,§3.4,,,,PEFT design spaces: 4-component parameterisation of tuning structures and strategies,PEFT design spaces: 4-component parameterisation of tuning structures and strategies. §3.4,SCOPUS
2305.15212,2305.15212,10.48550/arXiv.2305.15212,Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,"Zhang Z.-R., Tan C., Xu H., Wang C., Huang J., Huang S.",2023,Annual Meeting of the Association for Computational Linguistics,59,2,fulltext,background,PEFT-method,,prefix-tuning,none,§3.4,,,,APT: gate-controlled adaptive prefix at token+layer level for prefix tuning,APT: gate-controlled adaptive prefix at token+layer level for prefix tuning. §3.4,SCOPUS
2106.09685,2106.09685,,LoRA: Low-Rank Adaptation of Large Language Models,"Hu E., Shen Y., Wallis P., Allen-Zhu Z., Li Y., Wang S., Wang L., Chen W.",2022,ICLR 2022,,2,fulltext,background,PEFT-method,,LoRA,none,§3.3,,,,LoRA (Hu 2021): ΔW=BA,"LoRA (Hu 2021): ΔW=BA; zero inference latency via merge; 10,000× param reduction. §3.3",ARXIV
a8ca46b171467ceb2d7652fbfb67fe701ad86092,,,LoRA: Low-Rank Adaptation of Large Language Models,"Hu E., Shen Y., Wallis P., Allen-Zhu Z., Li Y., Wang S., Wang L., Chen W.",2021,International Conference on Learning Representations,17965,2,abstract-2nd-pass,background,PEFT-method,,LoRA,none,§3.x,,,,seminal LoRA paper,§3.x seminal LoRA paper,SCOPUS
10.18653/v1/2021.acl-long.353,,10.18653/v1/2021.acl-long.353,Prefix-Tuning: Optimizing Continuous Prompts for Generation,"Li X.L., Liang P.",2021,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),5468,2,fulltext,background,PEFT-method,,generic-PEFT,none,§3.4,,,,Prefix-Tuning: continuous prefix vectors as PEFT baseline,Prefix-Tuning: continuous prefix vectors as PEFT baseline. §3.4,SCOPUS
10.18653/v1/2021.emnlp-main.243,,10.18653/v1/2021.emnlp-main.243,The Power of Scale for Parameter-Efficient Prompt Tuning,"Lester B., Al-Rfou R., Constant N.",2021,Conference on Empirical Methods in Natural Language Processing,5191,2,fulltext,background,PEFT-method,,prefix-tuning; prompt-tuning,none,§3.4,,,,Prompt Tuning: soft prompts scale with model size,Prompt Tuning: soft prompts scale with model size; frozen model shared across tasks. §3.4,SCOPUS
43a87867fe6bf4eb920f97fc753be4b727308923,,,Towards a Unified View of Parameter-Efficient Transfer Learning,"He J., Zhou C., Ma X., Berg-Kirkpatrick T., Neubig G.",2021,International Conference on Learning Representations,1167,2,abstract-2nd-pass,background,PEFT-method,,LoRA; prefix-tuning,none,§3.x,,,,"unified view of PEFT: prefix tuning, adapters, LoRA comparison","§3.x unified view of PEFT: prefix tuning, adapters, LoRA comparison",SCOPUS
2110.07602,2110.07602,,P-Tuning v2: Prompt Tuning Can Be Comparable to Fine-tuning Universally Across Scales and Tasks,Xiao Liu; Kaixuan Ji; Yicheng Fu; Weng Lam Tam; Zhengxiao Du; Zhilin Yang; Jie Tang,2021,arXiv.org,1084,2,fulltext,background,PEFT-method,,prompt-tuning,none,§3.4,,,,P-Tuning v2: deep prompt tuning universal across scales and NLU tasks,P-Tuning v2: deep prompt tuning universal across scales and NLU tasks. §3.4,ARXIV
656ed155c2d345c19d9bff4b50f2ae00db8407cc,,,Compacter: Efficient Low-Rank Hypercomplex Adapter Layers,"Mahabadi R.K., Henderson J., Ruder S.",2021,Neural Information Processing Systems,607,2,abstract-2nd-pass,background,PEFT-method,,Compacter; hypercomplex,none,§3.x,,,,Compacter: hypercomplex low-rank adapter layers,§3.x Compacter: hypercomplex low-rank adapter layers,SCOPUS
29ddc1f43f28af7c846515e32cc167bc66886d0c,,,Parameter-Efficient Transfer Learning for NLP,"Houlsby N., Giurgiu A., Jastrzȩbski S., Morrone B., Laroussilhe Q., Gesmundo A., Attariyan M., Gelly S.",2019,International Conference on Machine Learning,6005,2,abstract-2nd-pass,background,PEFT-method,,Houlsby-adapter,none,§3.x,,,,Houlsby adapter: seminal adapter paper for NLP (Houlsby 2019),§3.x Houlsby adapter: seminal adapter paper for NLP (Houlsby 2019),
1902.00751,1902.00751,,Parameter-Efficient Transfer Learning for NLP,"Houlsby N., Giurgiu A., Jastrzȩbski S., Morrone B., Laroussilhe Q., Gesmundo A., Attariyan M., Gelly S.",2019,ICML 2019,,2,fulltext,background,PEFT-method,,Houlsby-adapter,P2P,§3.2,,,,Houlsby 2019: bottleneck adapter (down-proj→act→up-proj+skip),Houlsby 2019: bottleneck adapter (down-proj→act→up-proj+skip); 3.6% overhead; P2P unit. §3.2,SCOPUS
10.1109/JIOT.2024.3524255,,10.1109/JIOT.2024.3524255,EdgeShard: Efficient LLM Inference via Collaborative Edge Computing,"Zhang M., Shen X., Cao J., Cui Z., Jiang S.",2025,IEEE Internet of Things Journal 12,178,3,abstract-2nd-pass,background,distributed-inference,,none,edge-collaborative,§5.x,,,,EdgeShard: collaborative edge inference via model sharding,§5.x EdgeShard: collaborative edge inference via model sharding,SCOPUS
10.1145/3731806.3731859,,10.1145/3731806.3731859,Distributed Inference of Large Language Models on Edge Devices,"Namboori K., Suresh R.P., Hj S., Mohanty S., Rangareddy J.",2025,International Conference on Software and Computer Applications,3,3,abstract-2nd-pass,background,distributed-inference,,none,edge-collaborative,§5.x,,,,distributed LLM inference on edge devices via mobile network,§5.x distributed LLM inference on edge devices via mobile network,SCOPUS
10.1016/j.softx.2025.102183,,10.1016/j.softx.2025.102183,"Hive: A secure, scalable framework for distributed Ollama inference","Vake D., Vičič J., Tošić A.",2025,SoftwareX 30,2,3,abstract-2nd-pass,background,distributed-inference,,none,none,§5.x,,,,Hive: secure scalable distributed Ollama inference framework,§5.x Hive: secure scalable distributed Ollama inference framework,SCOPUS
10.1016/j.peva.2025.102527,,10.1016/j.peva.2025.102527,Optimizing resource allocation for geographically-distributed inference by large language models,"Sun T., He T., Ji B., Parag P.",2025,Perform. Evaluation 170,0,3,fulltext,background,distributed-inference,,none,none,§5.2,,,,Resource allocation for Petals-style geodistributed inference,Resource allocation for Petals-style geodistributed inference; block placement + request routing. §5.2,SCOPUS
10.3390/app152312615,,10.3390/app152312615,Self-Organized Neural Network Inference in Dynamic Edge Networks,"Schrauth M., Thome M., Ohlenforst T., Kreyß F.",2025,Applied Sciences,0,3,abstract-2nd-pass,background,distributed-inference,,none,edge-collaborative,§5.x,,,,self-organized neural network inference in dynamic edge networks,§5.x self-organized neural network inference in dynamic edge networks,SCOPUS
10.1109/RTSS66672.2025.00021,,10.1109/RTSS66672.2025.00021,HCInfer: Hierarchical Coordination for Real-Time Collaborative Inference of LLM on the Edge,"Liu K., Zhang L., Xu C., Li L.",2025,Proceedings Real Time Systems Symposium,0,3,abstract-2nd-pass,background,distributed-inference,,none,edge-collaborative,§5.x,,,,HCInfer: hierarchical coordination for real-time LLM inference on edge,§5.x HCInfer: hierarchical coordination for real-time LLM inference on edge,SCOPUS
10.1109/ICANCS65819.2025.11377729,,10.1109/ICANCS65819.2025.11377729,Distributed Inference Software for Large Language Models,"Harshavardhan M.G., Raj P.P., Rishith P., Vasugi I.",2025,2025 International Conference on Advances in Next-Gen Computer Science (ICANCS),0,3,abstract-2nd-pass,background,distributed-inference,,none,DHT; P2P; decentralised; model-parallel,§5.x,,,,distributed inference software for LLMs (LLaMA/BLOOM),§5.x distributed inference software for LLMs (LLaMA/BLOOM),SCOPUS
717bc487c987470e063ae92771e910da29ad77c2,,,ServerlessLLM: Low-Latency Serverless Inference for Large Language Models,"Fu Y., Xue L., Huang Y., Brabete A.-O., Ustiugov D., Patel Y., Mai L.",2024,USENIX Symposium on Operating Systems Design and Implementation,104,3,abstract-2nd-pass,background,distributed-inference,,none,serverless,§5.x,,,,ServerlessLLM: distributed serverless LLM inference,§5.x ServerlessLLM: distributed serverless LLM inference,SCOPUS
f4fbd1eef355405253f0abed9c7411391ec2fe35,,,MuxServe: Flexible Spatial-Temporal Multiplexing for Multiple LLM Serving,"Duan J., Lu R., Duanmu H., Li X., Zhang X., Lin D., Stoica I., Zhang H.",2024,International Conference on Machine Learning,40,3,abstract-2nd-pass,background,distributed-inference,,none,none,§5.x,,,,MuxServe: spatial-temporal multiplexing for multi-LLM serving,§5.x MuxServe: spatial-temporal multiplexing for multi-LLM serving,SCOPUS
10.1109/ICCC62479.2024.10681712,,10.1109/ICCC62479.2024.10681712,CoLLM: A Collaborative LLM Inference Framework for Resource-Constrained Devices,"Li J., Han B., Li S., Wang X., Li J.",2024,2024 IEEE/CIC International Conference on Communications in China (ICCC),9,3,abstract-2nd-pass,background,distributed-inference,,none,model-parallel,§5.x,,,,CoLLM: collaborative LLM inference on resource-constrained devices,§5.x CoLLM: collaborative LLM inference on resource-constrained devices,SCOPUS
10.1109/MILCOM61039.2024.10773726,,10.1109/MILCOM61039.2024.10773726,JARVIS: Disjoint Large Language Models on Radio VLANs for Intelligent Services,"Perello M.S., Groen J., Liu W., Ioannidis S., Chowdhury K.",2024,MILCOM 2024 - 2024 IEEE Military Communications Conference (MILCOM),2,3,abstract-2nd-pass,background,distributed-inference,,LoRA,edge-collaborative,§5.x,,,,JARVIS: distributed LLM serving over tactical radio VLANs,§5.x JARVIS: distributed LLM serving over tactical radio VLANs,SCOPUS
