Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Zha Q.; Guo J.,A Scene-Adaptive Super-Resolution Framework for Video Compression,2026,Journal of Imaging,0,10.3390/jimaging12050200,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039964576
Nath B.; Gulzar Y.; Ya’u B.I.; Mir M.S.,Attribution guided expert routing in sparse modular architectures for explainable multilingual neural machine translation,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01371-4,Article,All Open Access; Gold Open Access,2-s2.0-105044779872
Huynh T.T.,Balancing accuracy and sustainability: Energy-efficient transformer models for scientific text classification,2026,Sustainable Computing: Informatics and Systems,0,10.1016/j.suscom.2026.101329,Article,,2-s2.0-105031775794
Mao J.; Zheng C.; Liu W.; Zhang Z.,MGRAG: MultiModal grid-aware retrieval augmentation generation framework for power grid work tickets,2026,Pattern Recognition,10,10.1016/j.patcog.2025.111845,Article,,2-s2.0-105007162435
Wu F.; Lin Z.; Yin B.; Zhang L.; Chen B.,EEG-HMLearner: Hybrid learning for visual stimulus decoding by extracting multimodal information from EEG signals,2026,Biomedical Signal Processing and Control,0,10.1016/j.bspc.2026.110378,Article,,2-s2.0-105036821207
Wu Z.; Zha Q.; Zhao S.; Cheng B.; Liu X.; Wei X.; Li C.; Gu P.,Multi-modal Temporal Relation Network for Video Understanding,2026,"ACM Transactions on Multimedia Computing, Communications and Applications",0,10.1145/3805042,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105043597670
Li J.; Feng J.; Zhao Z.,Adapter fine-tuning SAM and low-frequency fusion for semantic segmentation of remote sensing images; [适配器微调 SAM 与低频融合的遥感 图像语义分割],2026,Journal of Graphics,0,10.11996/JG.j.2095-302X.2026030543,Article,,2-s2.0-105044495823
Dobrosolski J.; Szymański J.; Kozłowski D.,Low-latency HRV analysis from ultra-short ECG windows using a modular deep-learning framework,2026,Scientific Reports,0,10.1038/s41598-026-48463-w,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043473149
Rebbah S.,Hierarchical prompt composition for memory-efficient open-world continual learning in vision-language foundation models,2026,Pattern Analysis and Applications,0,10.1007/s10044-026-01729-5,Article,,2-s2.0-105044353697
Li X.; Wu H.; Fan D.; Bai J.; Wang C.; Liu Y.,A Clip-Based Dairy Cow Behavior Recognition Method Integrating Temporal Modeling and Behavioral Priors,2026,Animals,1,10.3390/ani16132087,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044640769
Liu Y.; Wei W.; Zhang Q.; Li P.; Ma T.,A scalable framework for efficient multi-task learning via task-adaptive feature fusion,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115717,Article,,2-s2.0-105046720900
Deng Z.; Wang H.; Huang Z.; Zhang L.; Aviles-Rivero A.I.; Liu C.; He J.; Kourtzi Z.; Schönlieb C.-B.,Brain foundation models with hypergraph dynamic adapter for brain disease analysis,2026,Pattern Recognition,4,10.1016/j.patcog.2025.112595,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105019936530
Wang S.; Li Y.; Deng L.; Sun G.; Dong M.,PATrack: Infrared–visible image dynamic fusion with prompts and adapters for target tracking,2026,Optics and Laser Technology,1,10.1016/j.optlastec.2025.114474,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105025043795
Sun Y.-D.; Zhu J.-H.; Wang Y.-N.; Cheng H.-Z.; Lu C.-Y.; Chen L.,Efficient Transfer Learning for Dynamic Point Clouds With Progressive Adapters; [基于渐进式适配器的动态点云高效迁移学习方法],2026,Zidonghua Xuebao/Acta Automatica Sinica,0,10.16383/j.aas.c250666,Article,,2-s2.0-105049455691
Xu J.; Zhang T.; Xu H.,Parameter-efficient fine-tuning for language-driven robotic grasping tasks,2026,Robotics and Autonomous Systems,0,10.1016/j.robot.2026.105588,Article,,2-s2.0-105042754002
Chen X.; Lai H.,DQ-VLN: Instruction-Conditioned Dynamic Querying for Vision-and-Language Navigation,2026,"2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications, AIITA 2026",0,10.1109/AIITA69518.2026.11567201,Conference paper,,2-s2.0-105043712875
Vereecke N.; Behrmann M.; Khare A.; Dekker J.P.,Improved Cas9-targeted nanopore sequencing facilitates ultra-deep analysis of genomic variation,2026,Cell Reports Methods,0,10.1016/j.crmeth.2026.101410,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036285631
Yan F.; Jin D.; Wang X.; Tang Q.; He D.,Structure-Enhanced Adapter for Self-Supervised Heterogeneous Graph Learning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i32.39966,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034855224
Chen K.; Seneviratne S.; Wang W.; Hu D.; Saha S.; Hasan M.T.; Rasnayaka S.; Malepathirana T.; Gong M.; Halgamuge S.,AniFaceDiff: Animating stylized avatars via parametric conditioned diffusion models,2026,Pattern Recognition,3,10.1016/j.patcog.2025.112017,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105009728307
Aleixo E.L.; Colonna J.G.,Overcoming catastrophic forgetting in continuous image classification tasks with adapters,2026,Intelligent Systems with Applications,0,10.1016/j.iswa.2026.200697,Article,All Open Access; Gold Open Access,2-s2.0-105044816085
Hu J.; Li Y.; Jain R.K.; Lin L.; Chen Y.-W.,SPA: Leveraging the SAM With Spatial Priors Adapter for Enhanced Medical Image Segmentation,2026,IEEE Journal of Biomedical and Health Informatics,9,10.1109/JBHI.2025.3526174,Article,,2-s2.0-85214501818
Chen W.; Chen L.; Zhao Y.,Post-Training Fairness Control: A Single-Train Framework for Dynamic Fairness in Recommendation,2026,WWW Companion 2026 - Companion Proceedings of the ACM Web Conference 2026,1,10.1145/3774905.3794660,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041965698
Zhou R.; Ito A.; Nose T.,Preserving speaker information in direct Speech-to-Speech Translation with non-autoregressive generation and pre-training,2026,Computer Speech and Language,0,10.1016/j.csl.2025.101902,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105021080876
Alrikabi H.A.; Siraj M.M.; Alnasrallah A.M.,Q-PEARL: Embedding-space Adaptation with Fusion and Reranking for Native Low-resolution Face Recognition,2026,International Journal of Intelligent Engineering and Systems,0,10.22266/ijies2026.0831.03,Article,All Open Access; Bronze Open Access,2-s2.0-105044915644
Li M.; Ye P.; Zhang L.; Bai B.; Chen T.,ADAPTER-X: A general parameter-efficient fine-tuning framework for 2D and 3D vision,2026,Neurocomputing,0,10.1016/j.neucom.2026.133113,Article,,2-s2.0-105031364938
Zhang Y.; Liu Z.; Hu A.; Gu G.,RCLIP: Residual logits adaptation of CLIP for few-shot learning,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.116847,Article,,2-s2.0-105047868883
Zhou L.; Luo W.; Zhang Z.,An incremental learning method for resistance projection welding quality evaluation in complex multi-condition working environments,2026,Journal of Manufacturing Processes,2,10.1016/j.jmapro.2026.02.018,Article,,2-s2.0-105029568527
Ma X.; Zhao Z.; Zhang C.; Liu D.; Cui Q.; Zhang Y.; Gong Y.; Liu Y.,Understanding cyclist route choice: A hierarchical adversarial inverse reinforcement learning approach to behavioral profiling,2026,Journal of Transport Geography,1,10.1016/j.jtrangeo.2026.104779,Article,,2-s2.0-105045316824
Liu S.; Liu H.; Ma L.; Lin Q.; Li J.,FedBPG: Balancing Generalization and Personalization in Federated Learning for Consumer Electronics,2026,IEEE Transactions on Consumer Electronics,0,10.1109/TCE.2026.3666348,Article,,2-s2.0-105030983282
Al Sobhi M.M.,Temporal dynamics and embedded neural network in a hybrid Latent class choice model with application,2026,AIMS Mathematics,0,10.3934/math.20261087,Article,All Open Access; Gold Open Access,2-s2.0-105048945467
Du J.; Xing W.; Li M.; Yu F.R.,VSE-MOT: Multi-object tracking in low-quality video scenes guided by visual semantic enhancement,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114038,Article,All Open Access; Green Open Access,2-s2.0-105040683265
Chen J.; Tan M.; Lu H.; Xu Q.; Wang Z.; Zeng R.; Hu X.,Towards stable cross-domain depression recognition under missing modalities,2026,Pattern Recognition,5,10.1016/j.patcog.2026.113367,Article,,2-s2.0-105031652219
Li C.; Xu H.; Chen H.; Wu Z.; Chen Z.; Hu Y.; Chen Y.; Xu X.; Zhu X.,PyMIF-Net: Pyramid Mutual Information Fusion Network for multimodal skin lesion classification,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114613,Article,,2-s2.0-105047159722
Cui X.; Zhang R.; Wang J.; Li Y.; Miao Z.,Quality-prior mamba fusion network for multi-modal vehicle re-identification,2026,Multimedia Systems,0,10.1007/s00530-026-02490-9,Article,,2-s2.0-105045158567
Wang Y.; Yang Y.; Wu X.; Feng Z.; Wang C.,Rectal cancer segmentation via HHF-SAM: a hierarchical hypercolumn-guided fusion segment anything model,2026,Frontiers in Artificial Intelligence,0,10.3389/frai.2025.1696984,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028406574
Wang F.; Feng C.; Wang Z.; Su Y.,Crossed stretchable zipper,2026,Soft Science,2,10.20517/ss.2025.85,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105033570574
Noh Y.; Lee S.; Jin S.; Chang Y.; Won D.-O.; Lee M.; Noh W.,Lightweight SwiM-UNet with multi-dimensional adaptor for efficient on-device medical image segmentation,2026,Scientific Reports,0,10.1038/s41598-026-35771-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029714801
Fofanah A.J.; Wen L.; Chen D.; Zhang S.; Kamara A.A.,Spatio-temporal feature fusion and few-shot learning framework with cross-city knowledge transfer for traffic flow prediction,2026,Energy and AI,1,10.1016/j.egyai.2026.100797,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041360989
Zheng L.; Li Z.; Wang W.; Dai Z.; Li S.,E3 SAM2: Entropy-Aware and Edge-Guided Adaptation of SAM2 for Echocardiography Video Segmentation,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i16.38346,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035024775
Fu Z.; Yang S.; Sun A.; Xiong R.; Chen N.,SARM: Scene-Aware Retinex Mamba for Underwater Image Enhancement,2026,Remote Sensing,0,10.3390/rs18101652,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040124784
Yang Z.; Hu W.; Hu H.; Cui H.; Sun Q.,ORBIT-FL: Scene-aware and budget-adaptive federated continual learning for multi-UAV environmental monitoring,2027,Future Generation Computer Systems,0,10.1016/j.future.2026.108775,Article,,2-s2.0-105048944389
Yang S.; Gu Z.; Hou L.; Tao X.; Wan P.; Chen X.; Liao J.,"MultiPaint: A Unified Framework for Multi-Task, Multi-Object, and Multi-Condition Video Inpainting",2026,IEEE Transactions on Visualization and Computer Graphics,0,10.1109/TVCG.2026.3693147,Article,,2-s2.0-105039333239
Zeng J.; Qi Y.; Li H.; Li C.; Lyu Z.; Cui L.; Bai L.,RAIE: Region-Aware Incremental Preference Editing with LoRA for LLM-based Recommendation,2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792451,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038578980
Lin Z.; Wang F.; Cai W.; Cai H.,Anatomic-Decoupling Adaptation: A Unified Framework for Zero/Few-Shot Medical Anomaly Detection,2026,ICMR 2026 - Proceedings of the 16th ACM International Conference on Multimedia Retrieval,0,10.1145/3805622.3810835,Conference paper,All Open Access; Gold Open Access,2-s2.0-105043416012
Jin J.; Chen H.; Xie L.,An Autonomous Underwater Acoustic Network Architecture for Cross-Domain Communication,2026,Oceans Conference Record (IEEE),0,10.1109/OCEANS66983.2026.11617007,Conference paper,,2-s2.0-105047257495
Nguyen D.Q.; Tran K.Q.; Nguyen-Xuan H.,LayGenID: Layout-preserving multi-conditional diffusion transformer with LoRA fusion for interior design generation,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.132352,Article,,2-s2.0-105037065142
Wan J.; Wu X.,MFFENet: Multi-scale Frequency Feature Enhancement Network for Clothing Semantic Segmentation,2026,"Proceedings of 2026 International Conference on Artificial Intelligence and Control, CAIC 2026",0,10.1145/3807246.3807256,Conference paper,,2-s2.0-105040549607
Sağbaş E.A.,"Temporal and modal contributions to smartphone-based multimodal driving behavior classification: a comparative study of classical, deep learning, and patch-based time series transformer models",2026,PeerJ Computer Science,0,10.7717/peerj-cs.3493,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035056812
Nidish S.R.; Sriman Rakshan N.; Lalithkishore J.; Kumaresan G.; Jyothish Lal G.,Neuro-Symbolic ASR for Dysarthric Speech via Articulatory-Constrained Posterior Reshaping,2026,"International Conference on Signal Processing and Communications, SPCOM",0,10.1109/SPCOM71105.2026.11622955,Conference paper,,2-s2.0-105048239823
Park H.-M.; Sung J.-H.; Park H.-S.; Lim Y.-H.; Sur J.; Seo K.-M.,"A Hierarchical, Modular Interface and Verification Architecture for Mission Planning in Swarm Unmanned Surface Vehicles: Simulation and Sea-Trial Validation",2026,Journal of Marine Science and Engineering,0,10.3390/jmse14030302,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105030139971
Shi X.; Han Z.; Li B.,HIEA: Hierarchical Inference for Entity Alignment with Collaboration of Instruction-Tuned Large Language Models and Small Models,2026,Electronics (Switzerland),0,10.3390/electronics15020421,Article,All Open Access; Gold Open Access,2-s2.0-105028657133
He F.; Wu Z.; Zhang Z.; Ding D.; Tong J.; Li H.; Pan Z.; Yuan L.,Investigation of the mechanisms of structure-induced acoustic modulation in WA-DED metal additive manufacturing with an adaptive modelling approach,2026,Journal of Materials Processing Technology,3,10.1016/j.jmatprotec.2025.119160,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105023288536
Habib Md.A.; Iturria-Rivera P.E.; Ozcan Y.; Elsayed M.; Bavand M.; Gaigalas R.; Erol-Kantarci M.,"Harnessing the Power of LLMs, Informers and Decision Transformers for Intent-Driven RAN Management in 6G",2026,IEEE Transactions on Network Science and Engineering,9,10.1109/TNSE.2025.3596028,Article,,2-s2.0-105013057052
Hu L.-W.; Qu Z.; Xia S.-F.,ReMLVG: A RemoteCLIP-based framework for remote sensing visual grounding,2026,Pattern Recognition Letters,0,10.1016/j.patrec.2026.08.020,Article,,2-s2.0-105048467065
Zeng W.; Kong Y.; Wu F.; Ren Y.; Shen S.; Fan Y.; Dong W.,DPLoRA: Stable Diffusion Model distillation via Dynamic Parallel LoRA branches,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114420,Article,,2-s2.0-105045205540
Liu Y.; Fu Y.; Li C.; Zhang Z.; Cao J.,A Joint Spectral-Spatial Adapter for Domain Generalization in High-Resolution Remote Sensing Image Segmentation,2026,IEEE Access,0,10.1109/ACCESS.2026.3703898,Article,All Open Access; Gold Open Access,2-s2.0-105043182710
Zhou X.; Wei B.; Mao C.; Zhang J.; Yu H.; Chen L.; Liu H.; Xie J.; Nie J.,Sparse gain adaptation with dual-domain fusion network for multimodal object detection,2026,Neurocomputing,0,10.1016/j.neucom.2026.134469,Article,,2-s2.0-105044391855
Hu H.; Simonet N.; Bilgiç E.N.; Murray H.; Reimann R.; Rechsteiner M.; Zenk F.,A scalable Tn5-based method for genome-wide DNA methylation profiling in development and disease,2026,Nature Communications ,0,10.1038/s41467-026-73325-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044928976
Dong Y.; Li H.; Tao R.; Liao S.; Dong X.; Liu X.; Yu P.; Zhou H.,CoReTrack: Consensus-residual fusion for reliability-aware RGBT tracking,2026,Expert Systems with Applications,1,10.1016/j.eswa.2026.132081,Article,,2-s2.0-105034625685
Neelamegam P.; Jaya Nirmala S.,Parameter-Efficient and Imbalance-Aware Fine-Tuning for Rhetorical Role Classification in Legal Judgments,2026,"Proceedings of the 23rd ACM International Conference on Computing Frontiers, CF 2026",0,10.1145/3801487.3806066,Conference paper,All Open Access; Gold Open Access,2-s2.0-105044147320
Xu X.; Du L.,scCLIP: A contrastive masked-reconstruction framework for paired single-cell multi-omics integration,2026,Journal of Biomedical Informatics,0,10.1016/j.jbi.2026.105078,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105044182566
Wang L.; Xiang Y.; Chen C.; Yang H.,AGS-Net: Dynamic feature fusion and boundary aggregation for generalized segmentation,2026,Neurocomputing,0,10.1016/j.neucom.2026.133870,Article,,2-s2.0-105037959478
Samuel N.A.; Jérémie M.A.; José E.M.,"African Medicine Capable of Identifying its Priorities, Adapting International Standards to its Constraints, and Innovating with Available Means; [Une Médecine Africaine Capable d'Identifier ses Priorités, d'Adapter les Standards Internationaux à ses Contraintes et d'Innover avec les Moyens du Bord]",2026,Health Research in Africa,0,10.5281/zenodo.18716175,Editorial,,2-s2.0-105031433934
Ruan W.; Zhao J.; Zhang X.; Li X.,BRIDGE: Bidirectional Representation Integration for Deepfake Generalization and Enhancement,2026,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD",0,10.1109/CSCWD68734.2026.11581748,Conference paper,,2-s2.0-105045138855
Wu P.; Pan Z.-R.; Qiu B.; Wu J.-P.; Zheng S.-J.,PC-PLF: Path-Conditioned Per-Layer LoRA Fusion for Open-Vocabulary ROADWork Segmentation,2026,Information (Switzerland),0,10.3390/info17080805,Article,All Open Access; Gold Open Access,2-s2.0-105048450886
Shi W.; Ding J.; Lei J.; Ji Y.,SAM2-ARAFNet: adapting SAM2 with an attention-enhanced residual ASPP fusion network for high-resolution remote sensing semantic segmentation,2026,Scientific Reports,1,10.1038/s41598-026-38047-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034664734
Huang Y.; Xiao X.; Zhang J.; Qi S.; Wu Y.; Wang X.,AWMA-MoE: Attention-Guided Watermark Adapter with MoE for Latent Diffusion Models,2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792903,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038572075
Shao Q.; Weng L.; Lei Y.; Zhang Y.; Zhu X.; Chen H.; Gao F.,Injecting image text structure and edge priors into segment anything for scene text segmentation,2026,Image and Vision Computing,0,10.1016/j.imavis.2026.105987,Article,,2-s2.0-105035376381
Li C.; Zhu R.; Zhao H.; Li X.; Zhang X.,ATDFusion: Adapter-Tuned Dual-Branch Network for multimodal medical image fusion,2026,Pattern Recognition,0,10.1016/j.patcog.2026.113848,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105037209800
Pan L.; Peng S.; Zhang R.; Xu S.S.-D.; Xie B.,Cross-modal spatio-temporal fusion weakly supervised video anomaly detection based on large-scale vision-language models,2026,Multimedia Systems,1,10.1007/s00530-025-02158-w,Article,,2-s2.0-105029266950
Lin W.; Zhao X.,Bearing fault diagnosis with knowledge distillation between DualDenseFormer and TinyDenseFormer,2026,Journal of the Brazilian Society of Mechanical Sciences and Engineering,1,10.1007/s40430-025-06190-9,Article,,2-s2.0-105029730291
Ali M.U.; Zafar A.; Kim S.; Kim K.S.; Lee S.W.,From task-specific to foundation models: A paradigm shift in medical vision-language analysis,2026,Computer Science Review,2,10.1016/j.cosrev.2025.100831,Article,,2-s2.0-105037339817
Panfilov M.; Mao G.; Guo J.; Aguirre Rivera J.; Sabantsev A.; Deindl S.,Multiplexed single-molecule characterization at the library scale,2026,Nature Protocols,0,10.1038/s41596-025-01198-w,Article,All Open Access; Green Open Access,2-s2.0-105007766287
Maoliniyazi A.; Ma C.; Meng X.,APKGC: An adaptive and prompt-tuning framework for knowledge graph completion,2026,Knowledge-Based Systems,4,10.1016/j.knosys.2025.114950,Article,,2-s2.0-105024225866
Ni Z.; Hu L.; Wang H.; Li F.; Tang M.; Ma G.; Sui H.,DIGSFNet: Deformation-Integrity-Guided Symmetric Fusion Network for High-Risk Landslide Extraction from Multi-Source Remote Sensing Images,2026,Remote Sensing,0,10.3390/rs18162692,Article,All Open Access; Gold Open Access,2-s2.0-105048644043
Mo S.; Cai M.; Lin L.; Tong R.; Wang F.; Chen Q.; Li Y.; Hu H.; Chen Y.-W.,MHG-Adapter: A parameter-efficient multimodal hypergraph adapter for text-driven medical image segmentation,2026,Displays,0,10.1016/j.displa.2025.103330,Article,,2-s2.0-105026154722
Zhao Y.; Yin S.; Wang J.; Yue S.; Zhang X.; Zhao J.; Huang J.,Incremental electricity theft detection model based on cloud-edge collaborative multimodal data fusion measurement,2026,Measurement: Journal of the International Measurement Confederation,0,10.1016/j.measurement.2026.122408,Article,,2-s2.0-105043575059
Wu Y.; Li X.; Zhang J.; Zuo H.; Li H.; Tan T.,Dynamic Expansion Mixture-of-Experts with Pre-Trained Vision Transformer for Few-Shot Class-Incremental Remote Sensing Scene Classification,2026,Remote Sensing,0,10.3390/rs18081145,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037076888
Gong Y.; Yu S.; Shen L.; Xiao J.,CoMasTRe+: Unleashing Disentangled Continual Segmentation With Mixture of Continual Adapters,2026,IEEE Transactions on Circuits and Systems for Video Technology,1,10.1109/TCSVT.2026.3662383,Article,,2-s2.0-105030138545
Shao S.; Xu R.; Zhang B.; Liu B.; Liu W.; Zhou Y.,CO3+: Improved Collaborative Consortium of Foundation Models for Open-World Few-Shot Learning,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3656950,Article,,2-s2.0-105028474008
Gautam B.; Mohandes S.R.; Arashpour M.,Efficient segmentation and annotation of construction and demolition waste: spatially aware adapters in large vision foundation models,2026,Waste Management,2,10.1016/j.wasman.2025.115276,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105024242189
Liu B.; Jiang Z.; Qian X.; Tao M.; Gao S.; Li X.,Dynamic lexicon integration and update in BERT for enhanced named entity recognition in Chinese legal contracts,2026,International Journal of Machine Learning and Cybernetics,0,10.1007/s13042-025-02961-x,Article,,2-s2.0-105030209227
Huang L.; Liu Y.; Shao D.; Zhang Y.; Deng L.; Chen J.; Wang H.; Zhou C.; Zheng X.; Lu L.; Yu T.,Squid pen and cuttlebone-derived β-chitin composite scaffolds with gradient mineralization for functional ACL reconstruction and bone-tendon Interface regeneration,2026,Biomaterials Advances,0,10.1016/j.bioadv.2026.214980,Article,,2-s2.0-105041097363
Liu X.; Liu Y.; Wang Y.; Sun W.,Ditan Qingnao decoction alleviates schizophrenia-like symptoms in a maternal immune activation-induced rat model via NF-κB/NLRP3 pathway inhibition,2026,Journal of Traditional Chinese Medical Sciences,0,10.1016/j.jtcms.2025.11.003,Article,All Open Access; Gold Open Access,2-s2.0-105025239297
Fang C.; Fu B.; Yang T.; Cheng D.,Improving face forgery detection via hierarchical mixture of experts and fine-grained visual-text alignment,2026,Pattern Recognition,0,10.1016/j.patcog.2026.113939,Article,,2-s2.0-105038660512
Giron A.; Huertas-Tato J.; Camacho D.,Discourse-Driven Detection of Multimodal Misinformation,2026,IEEE Transactions on Emerging Topics in Computational Intelligence,0,10.1109/TETCI.2025.3645643,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105026356173
Gu J.; Zheng Y.; Liu Y.; Liu C.; Gong S.; Luo L.,Semantic priors and virtual outlier synthesis enable parameter-efficient open-world object detection,2026,Scientific Reports,0,10.1038/s41598-026-51018-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044145004
Wang J.; Zhang Y.; Li B.; Hu Y.; Zhang B.; Yin B.,LocSAM: Modular SAM enhancement for dense object localization in complex scenes,2026,Computer Vision and Image Understanding,0,10.1016/j.cviu.2026.104878,Article,,2-s2.0-105046508785
Jiang Y.; Cao Y.; Shen W.,Bidirectional adaptive transformers for multimodal anomaly detection,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.132129,Article,,2-s2.0-105034625150
Zeng K.; Li Z.; Xie S.,Environment-aware GNSS NLOS detection via unsupervised contrastive representation learning,2026,GPS Solutions,1,10.1007/s10291-026-02044-6,Article,,2-s2.0-105033860518
Yuan S.; Lin T.; Chen S.; Xia Y.; Qin P.; Liu X.; Xu X.; Xu N.; Zhang H.; Wang J.; Gong P.,Wetland mapping from sparse annotations with satellite image time series and temporal-aware segment anything model,2026,ISPRS Journal of Photogrammetry and Remote Sensing,0,10.1016/j.isprsjprs.2026.05.017,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105038962433
Ko B.C.,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,0,10.3390/s26113541,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041409721
Liu Y.; Liu J.; Gong X.; Nie Z.,Frozen LLMs as Map-Aware Spatio-Temporal Reasoners for Vehicle Trajectory Prediction,2026,"IEEE Intelligent Vehicles Symposium, Proceedings",0,10.1109/IV66570.2026.11623917,Conference paper,,2-s2.0-105046968079
Chen P.; Huang F.; Huang C.,DyC-CLIP: Dynamic context-aware multi-modal prompt learning for zero-shot anomaly detection,2026,Pattern Recognition,6,10.1016/j.patcog.2026.113215,Article,,2-s2.0-105029661548
Li S.; Lu W.; Liu S.,FPSVS:Disentangled Prompt-based Style Control for Singing Voice Synthesis with Reference Timbre via Flow Matching,2026,IEEE Transactions on Multimedia,0,10.1109/TMM.2026.3694533,Article,,2-s2.0-105039586039
Xiang Z.; Zhou C.; Xue Y.,VGen-adapter: A vision generalization adapter for stable diffusion 3,2026,Neurocomputing,2,10.1016/j.neucom.2025.131948,Article,,2-s2.0-105020672162
Widartha V.P.; Nuritha I.; Rhee K.-H.; Hwang Y.P.; Kim C.S.,Uncertainty-Aware Temporal Convolutional Networks for Multivariate Anomaly Detection: A Composite-Objective Framework with Chebyshev Bounds,2026,Mathematics,0,10.3390/math14122089,Article,All Open Access; Gold Open Access,2-s2.0-105042700984
Wang D.; Zhou T.; Gao S.; Yang J.,Echo Flow-Induced Temporal Correlation Learning for Ultrasound Video Object Segmentation,2026,IEEE Transactions on Biomedical Engineering,1,10.1109/TBME.2025.3594704,Article,,2-s2.0-105013304049
Kim J.-H.; Shin S.-Y.,Design and Implementation of a Battery-Aware Leader–Follower UAV Cooperation System,2026,Journal of Korean Institute of Communications and Information Sciences,0,10.7840/kics.2026.51.7.1469,Article,,2-s2.0-105046535814
Zhang K.; Xu L.; Wang T.; Cao H.; Yang L.; Nie Q.; Yu H.,Multi-scale feature fusion with flotation-aware feature pyramid network for accurate prediction of ash contents of industrial products,2026,Minerals Engineering,0,10.1016/j.mineng.2025.110025,Article,,2-s2.0-105025127479
Yang S.; Li M.; Liao J.; Wang J.; Zhao D.; Li Z.; Wang Z.,"Predictive-SHM: An open-source, extensible software toolkit for multi-sensor structural health monitoring and time-series prediction",2026,SoftwareX,0,10.1016/j.softx.2026.102732,Article,All Open Access; Gold Open Access,2-s2.0-105040593952
Huang Z.; Yang L.; Qin C.; Xing Y.; Yu H.; Zhou X.; Zheng B.; Wang Y.; Gao X.; Yang W.,Disentangled diffusion model for 3D molecular generation with protein–ligand interaction priors,2026,Bioinformatics,0,10.1093/bioinformatics/btag165,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040984223
Li X.; Li Q.; Kim J.,Instruction-Tuned Large Language Models for Review Helpfulness Prediction: An Efficient Fine-Tuning Framework for E-Commerce Review Understanding,2026,Expert Systems,0,10.1111/exsy.70208,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105027637591
Qiang W.,Monocular Depth Estimation Algorithm Guided by Feature-Adaptive and Depth-Prior Mechanisms,2026,"2026 10th International Conference on Electronic Information Technology and Computer Engineering, EITCE 2026",0,10.1109/EITCE70137.2026.11634474,Conference paper,,2-s2.0-105048901055
