Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number),matched_queries
"Guttavelli, A; Gorle, R",Tamper detection and integrity verification of images using deep learning and decentralized hash-based ledger,2026,AIP ADVANCES,0,10.1063/5.0319546,Article,,WOS:001708899400001,Q3
"Sharmila, AH; Deepanramkumar, P",Tamper-resilient edge IoMT remote healthcare monitoring with rotational liquid neural network tamper detection and distributed encrypted record store payload protection,2026,RESULTS IN ENGINEERING,0,10.1016/j.rineng.2026.112011,Article,,WOS:001831614800001,Q10
"Briguglio, W; Traoré, I; Mamun, M; Saad, S",Tamper-resistant contribution evaluation in privacy-preserving federated learning networks,2026,ANNALS OF TELECOMMUNICATIONS,0,10.1007/s12243-026-01188-3,Article; Early Access,,WOS:001784134100001,Q3
"Zhou, LR; Wu, P; Zhang, MQ; Wang, QS; Pang, GS; Wang, P",TargetVAU: Multimodal Anomaly-Aware Reasoning for Target Behavior Understanding in Videos,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 16",1,,Proceedings Paper,,WOS:001768182800063,Q8
"Liu, LH; Yu, MH; Li, XN; Xu, JY; Xie, SW; Xu, ST; Yao, H",Targeting ClpP Protease: Emerging Therapeutic Strategies and Small-Molecule Modulators in Drug Discovery,2026,MEDICINAL RESEARCH REVIEWS,0,10.1002/med.70056,Review,,WOS:001770190500001,Q4
"Kumar, B; Bhardwaj, A; Sahu, DP","Task Offloading for CAVs Edge Computing Environment: Taxonomy, Critical Review, and Future Road Map",2026,ACM COMPUTING SURVEYS,6,10.1145/3783984,Review,,WOS:001714518300002,Q3
"Cao, CQ; Han, PH; Zhang, YR; Yu, YT; Lv, QY; Min, LT; Zhang, YN",Task-Adapter plus plus : Task-specific adaptation with order-aware alignment for few-shot action,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.113237,Article,,WOS:001693943600004,Q8
"Peleska, J; Sír, G",Task-Agnostic Contrastive Pretraining for Relational Deep Learning,2026,"MACHINE LEARNING AND PRINCIPLES AND PRACTICE OF KNOWLEDGE DISCOVERY IN DATABASES, ECML PKDD 2025, PT III",0,10.1007/978-3-032-19102-1_38,Proceedings Paper,,WOS:001782343600040,Q5
"Zhang, GL; Zhang, QY; Feng, L; Zhou, FQ; Donta, PK; Dustdar, S",Task-Aware Collaborative Inference and Fine-Grained DNN Partitioning in MEC Networks,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,3,10.1109/TMC.2025.3650680,Article,,WOS:001760350600026,Q10
"Si, CJ; Shi, ZY; Zhang, SF; Yang, XK; Pfister, H; Shen, W","Task-Specific Directions: Definition, Exploration, and Utilization in Parameter Efficient Fine-Tuning",2026,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2,10.1109/TPAMI.2026.3659168,Article,,WOS:001760393800020,Q1;Q8
"Pan, L; Lu, ZP; Zheng, Y; Yan, CY; Wen, HT; Tao, LW; Xu, C",Task-adaptive continual learning of vision language models via prototype routing and prompt,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.132740,Article,,WOS:001679668000001,Q4
"Lu, MC; Xu, KX; Fan, LC; Chai, Y",Task-aware text prompt fusion with contrastive learning for zero-shot anomaly detection,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.133303,Article,,WOS:001807840800002,Q4
"Tishin, M; Mavromoustakis, CX; Batalla, JM; Mastorakis, G; Markakis, EK",Tasks Distribution and Machine Learning Enabled In-Device Task Scheduling in IoT,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3694072,Article,,WOS:001778451500050,Q3
"Yuu, EY; Renard, BY",Teaching Mishaps With Mistakes: A Peer-Led Seminar Using Student Case Studies to Enhance Retention,2026,TEACHING STATISTICS,1,10.1002/test.70038,Article,,WOS:001737563700001,Q3
"Sun, WJ; Zhao, YJ; Xi, CJ; Lyu, LC",Technical Contradiction Extraction Based on Two-Stage Knowledge Fusion Mechanism,2026,"WORLD CONFERENCE OF AI-POWERED INNOVATION AND TRIZ METHODOLOGY, TRAI 2025, PT II",0,10.1007/978-3-032-08851-2_20,Proceedings Paper,,WOS:001673405100020,Q8
"Zahoor, S","Technology-Driven Solutions for Tree Disease Management: A Comprehensive Survey, Generic Framework, and Future Research Directions",2026,APPLIED FRUIT SCIENCE,0,10.1007/s10341-026-01956-4,Review,,WOS:001829031500006,Q3
"Jain, H; Khunteta, A; Sharma, N","Telecom customer churn prediction: a detailed systematic review of data, methodology, and evaluation methods",2026,TELECOMMUNICATION SYSTEMS,0,10.1007/s11235-026-01491-3,Review,,WOS:001835178200001,Q3
"Kravchenko, NA; Gorodnichev, M; Mkrtchian, G",Temporal Audio Narratives: Event Reasoning Through Large Language Models,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3693145,Article,,WOS:001777672500023,Q8
"Sagbas, EA","Temporal and modal contributions to smartphone-based multimodal driving behavior classification: a comparative study of classical, deep learning, and patch-based time series transformer models",2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3493,Article,,WOS:001664564300001,Q4
"Shakeri, F; Baklouti, G; Silva-Rodríguez, J; Zanella, M; Bahig, H; Dolz, J; Ben Ayed, I",Test-Time Adaptation of Medical Vision-Language Models,2026,"FOUNDATION MODELS FOR GENERAL MEDICAL AI, MEDAGI 2025",0,10.1007/978-3-032-07845-2_18,Proceedings Paper,,WOS:001665561000018,Q8
"Liao, JZ; Cape, J",Testing for latent structure via the Wilcoxon-Wigner random matrix of normalized rank statistics,2026,BIOMETRIKA,0,10.1093/biomet/asag003,Article,,WOS:001773595100001,Q10
"Lu, A-Y; Chen, RA; Yao, AJ; Chen, M-; Park, J; Zhang, TY; Zheng, XD; Mao, NN; Wang, JT; Wang, Z; Palacios, T; Kong, J",Text Mining of CVD Synthesis Recipes for 2D Materials,2026,ADVANCED MATERIALS,3,10.1002/adma.202509132,Article,,WOS:001712027400001,Q9
"Yang, L; Wang, X; Xiao, X; Tang, Z",Text summarization based on transformer using sentences ranking and time penalty,2026,INTELLIGENT DATA ANALYSIS,0,10.1177/1088467X261437494,Article; Early Access,,WOS:001767211200001,Q5
"Pan, HZ; Wu, GS; Liu, Y; Han, JG",Text-Centric multimodal sentiment analysis with asymmetric fine-tuning,2026,PATTERN RECOGNITION,2,10.1016/j.patcog.2025.112842,Article,,WOS:001642411400001,Q4;Q8
"Liao, MX; Liao, MY; Sun, YT; Huang, WJ; Wang, YL; Deng, H; Peng, YQ",Text-Guided Dual Refinement for Domain Generalized Semantic Segmentation in Remote Sensing,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0,10.1109/TGRS.2026.3723822,Article,,WOS:001862925100020,Q8
"Shi, LT; Liu, T; Xie, JX; Li, N; Zhong, BE; Hong, RC",Text-Guided Vision Token Reduction With Low-Rank Adaptation for Efficient Visual Grounding,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,0,10.1109/TCSVT.2026.3684576,Article,,WOS:001841856300001,Q1;Q8
"Zhang, JJ; Wang, SS",Text-Guided parameter-Efficient fine-Tuning: A decoupled framework applicable to pre-Trained vision models,2026,KNOWLEDGE-BASED SYSTEMS,2,10.1016/j.knosys.2025.115125,Article,,WOS:001643759200001,Q8
"Ferreira, JC; Rosa, I; Correia, R",Text2FHIRwallet: Automated Generation of FHIR Patient Summaries from Unstructured Cardiology Reports Using Fine-Tuned Portuguese Language Models-Development and Evaluation of a Health Professional Wallet,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16157795,Article,,WOS:001847779500001,Q9
"de la Fuente, C; Sánchez-Hernández, A; Calvo-Zaragoza, J",TextSAM-LoRA: Efficient Fine-Tuning of Segment Anything Model for Text Detection with Low-Rank Adaptation,2026,"DOCUMENT ANALYSIS AND RECOGNITION-ICDAR 2025, PT V",0,10.1007/978-3-032-04630-7_21,Proceedings Paper,,WOS:001679873500021,Q8
"Yang, LX; Zhu, JX; Zhang, ZX",Textual overlap rather than domain alignment: A comparative study of fine-tuning strategies for specialised machine translation with large language models,2026,PLOS ONE,0,10.1371/journal.pone.0352256,Article,,WOS:001826192200043,Q8
"Yang, QF; Li, PP; Jin, JY; Jin, GY; Song, TY; Fan, SM; Hou, H",Textual-visual interaction for enhanced single image deraining using adapter-tuned VLMs,2026,VISUAL COMPUTER,0,10.1007/s00371-026-04362-9,Article,,WOS:001712915700001,Q8
"Wang, XH; Xie, L; Wang, MS; Wang, ZL",Textualized multimodal priors and gated causal explanations for emotion recognition in conversations: a unified LLM framework,2026,EXPERT SYSTEMS WITH APPLICATIONS,2,10.1016/j.eswa.2026.131363,Article,,WOS:001683657600001,Q8
"Xu, MX; Lin, JW; Chen, SR; Huang, YQ",The Application of Artificial Intelligence in Epiretinal Membrane from Detection to Prognosis Prediction,2026,SEMINARS IN OPHTHALMOLOGY,0,10.1080/08820538.2025.2583072,Review,,WOS:001611037500001,Q3
"Abbas, W; Zia, T; Tirunagari, S; Chennareddy, V; Dhami, M; Windridge, D",The Application of Pre-trained Transformer Models to UK Court of Appeal Legal Judgments,2026,"MULTI-DISCIPLINARY TRENDS IN ARTIFICIAL INTELLIGENCE, MIWAI 2025, PT III",0,10.1007/978-981-95-4963-4_21,Proceedings Paper,,WOS:001720017600021,Q9
"Jian, W; Chen, GR; Hong, H; Zhang, YX; Du, CL; Bao, Z",The BSRA framework for dual sparse parameter efficient fine tuning with block structured gating and rank adaptation,2026,SCIENTIFIC REPORTS,1,10.1038/s41598-026-40835-6,Article,,WOS:001780991000001,Q8
"Sahm, K; Giaglis, GM",The Broken Promise of Autonomy: A Systems Engineering Critique of the DAO Ecosystem,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3706339,Article,,WOS:001808985600028,Q3
"Adebamowo, C; Adebamowo, SN; Akintola, A; Ikhane, P; Akintola, S; Ogundiran, T; Jegede, A; Adeyemo, O; Callier, S; Imam-Tamim, M; Uthman, I",The Continuity Trap in Data Science Health Research,2026,JOURNAL OF MEDICAL INTERNET RESEARCH,0,10.2196/98699,Article,,WOS:001856049600002,Q3
"Zar, WYT; Kim, MR; Ghose, A; Adeleke, S; Gupta, M; Choudhary, PS; Shankar, A; Mohapatra, S; Boussios, S; Maniam, A",The Current Landscape of Artificial Intelligence in Positron Emission Tomography (PET) Imaging Across the Cancer Continuum,2026,JOURNAL OF CLINICAL MEDICINE,0,10.3390/jcm15062446,Review,,WOS:001725713600001,Q3
"Willett, JDS; Kim, J; Sakharkar, A; Park, J; Agyemang, AA; Saygili, EA; Proszynski, J; Nelson, TM; Mason, CE",The Data Science of Health in Space,2026,ANNUAL REVIEW OF BIOMEDICAL DATA SCIENCE,0,10.1146/annurev-biodatasci-092724-045605,Review,,WOS:001847948300022,Q3
"Fernandes, FAN; Rodrigues, S",The Digital Transformation of Food Systems: A Review of Artificial Intelligence in Food Technology,2026,PROCESSES,1,10.3390/pr14111789,Review,,WOS:001789879900001,Q3
"Malvoni, M","The Double Readiness Gap in Machine Learning for Building Energy Management: A Scoping Review of Deployment Maturity, Trustworthy AI, and EU AI Act Alignment",2026,SUSTAINABILITY,1,10.3390/su18126107,Review,,WOS:001803917600001,Q3
"Murphy, RM; Mishra, N; De Keizer, NF; Dongelmans, DA; Jager, KJ; Abu-Hanna, A; Klopotowska, JE; Calixto, I",The Evaluation of Transformer Models for the Detection of Adverse Drug Events: A Benchmark Study Using Dutch Free-Text Documents of Hospitalized Patients,2026,DRUG SAFETY,0,10.1007/s40264-026-01655-9,Article,,WOS:001696153100001,Q9
"Kamaruddin, A; Chin, TS; Galán-Jiménez, J; Awan, IU; Younas, M",The F-ELV-Based Privacy-Preserving Framework for Intrusion Detection in SDN-IoT Network,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3703512,Article,,WOS:001807917300017,Q3
"Mucha, M; von Toerne, E",The Federation - A novel machine learning technique applied to data from the Higgs Boson Machine Learning Challenge,2026,"21ST INTERNATIONAL WORKSHOP ON ADVANCED COMPUTING AND ANALYSIS TECHNIQUES IN PHYSICS RESEARCH, ACAT 2022",0,10.1088/1742-6596/3206/1/012081,Proceedings Paper,,WOS:001803734700081,Q3
"Guney-Coskun, M; Basaranoglu, M",The Future of Artificial Intelligence-driven Personalized Nutrition in Gastroenterology and Hepatology: Emerging Trends and Perspectives,2026,JOURNAL OF TRANSLATIONAL GASTROENTEROLOGY,3,10.14218/JTG.2025.00043,Review,,WOS:001756141500005,Q3
"Eslami, E; Fazeli, SAS; Abouei, J; Abbasi, E; Karbassi, SM",The GAO-based federated learning framework with adaptive client selection for resource-efficient edge-IoT systems,2026,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,0,10.1007/s10586-026-06449-3,Article,,WOS:001852868600001,Q3
"Hao, ZR; Cui, ZH; Yang, T; Wu, XF; Feng, H; Hu, B",The Impact Analysis of Delays in Asynchronous Federated Learning With Data Heterogeneity for Edge Intelligence,2026,IEEE INTERNET OF THINGS JOURNAL,0,10.1109/JIOT.2026.3685222,Article,,WOS:001807857300033,Q3
"Ramadan, O; Rudayni, HA; El-Raheem, HA; Helim, R; Fafa, S; Mahmoud, R; Wang, ZY; Allam, AA",The Intelligence Revolution in Biosensing: Transforming Raw Data into Smart Clinical Diagnostics,2026,CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY,0,10.1080/10408347.2026.2685786,Review; Early Access,,WOS:001790377900001,Q3
"Pourriyahi, H; Alkureishi, LWT",The Ongoing Evolution of AI in Craniofacial Surgery: From Theory to Reality and Beyond,2026,JOURNAL OF CRANIOFACIAL SURGERY,1,10.1097/SCS.0000000000012123,Article,,WOS:001702465800045,Q3
"Jarosinski, L; Gugula, S",The PIPES System: An Observational Study of a Structured Learning Approach and STEM Exam Performance,2026,EDUCATION SCIENCES,0,10.3390/educsci16050674,Article,,WOS:001774433900001,Q10
"Fan, NY; Li, X; Liu, C; Fan, ZP",The Power of AI-Generated Content: Evidence From the Peer-to-Peer Accommodation Market,2026,JOURNAL OF TRAVEL RESEARCH,16,10.1177/00472875251332951,Article,,WOS:001473420200001,Q3
"Otaru, AJ; Baba, IA; Awe, OB; Auta, M; Zaid, ZAAA; Al-Yaari, M",The Role of AI in Municipal Wastewater Treatment and Management: A Comprehensive Review,2026,CHEMBIOENG REVIEWS,0,10.1002/cben.70068,Review,,WOS:001868932300001,Q3
"Zaid, M; Nordin, R; Shayea, I",The Role of Artificial Intelligence in Next-Generation Handover Decision Techniques for UAVs over 6G Networks,2026,DRONES,1,10.3390/drones10020085,Review,,WOS:001701431000001,Q3
"Ghodke, P; Kumbhar, B; Sadam, R","The Role of GitHub Copilot-Assisted Development in the Adoption of Lightweight Edge Agents: A Perspective on Lifecycle Acceleration, Local Inference, and Security",2026,"PROCEEDINGS OF THE 19TH INNOVATIONS IN SOFTWARE ENGINEERING CONFERENCE, ISEC 2026",0,10.1145/3796563.3796589,Proceedings Paper,,WOS:001792782200033,Q10
"Ebrahimi, M; Sahay, R; Hosseinalipour, S; Akram, B",The Transition From Centralized Machine Learning to Federated Learning for Mental Health in Education: A Survey of Current Methods and Future Directions,2026,IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,0,10.1109/TLT.2026.3685099,Article,,WOS:001757922400001,Q3
"Xue, RT; Sun, R; Altarrazi, S; Jha, DN; Li, YH; Wealls, P; Szydlo, T; Dustdar, S; Ranjan, R",The Troubleshooter That Never Sleeps: Continually Learning Agentic AI for Fault Debugging in IEC Continuum,2026,IEEE INTERNET COMPUTING,0,10.1109/MIC.2026.3662039,Article,,WOS:001820981000002,Q3
"Öz, B; Isik, AH",The Use of Large Language Models in Sustainability Reporting: Performance Analysis of RAG and LoRA Techniques,2026,CHALLENGES IN SUSTAINABILITY,0,10.56578/cis140310,Article,,WOS:001838809400010,Q8
"Kong, Y; Chen, HL; Chen, Y; Wang, CJ",The application of artificial intelligence in the intersection of metabolic dysfunction-associated steatotic liver disease and cardiovascular diseases,2026,FRONTIERS IN IMMUNOLOGY,2,10.3389/fimmu.2026.1788249,Review,,WOS:001740229000001,Q3
"Huang, WY; Wang, SH; Li, P",The application of deep learning in tactical analysis of football matches,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-48082-5,Article,,WOS:001813668200005,Q5
"Wu, HF; Ghorbian, M",The application of federated learning in breast cancer diagnosis and treatment: a survey,2026,ARTIFICIAL INTELLIGENCE REVIEW,1,10.1007/s10462-026-11574-x,Article,,WOS:001810476500002,Q3
"Marrella, D; Anttila, T; Ryhänen, J; Miller, R; Liu, B; Liverneaux, P",The balance between artificial and human intelligence in clinical practice,2026,JOURNAL OF HAND SURGERY-EUROPEAN VOLUME,5,10.1177/17531934251401382,Review,,WOS:001662034800001,Q3
"Abid, F; Zhang, Z; Farooque, G; Zulqarnain, RM; Rasheed, J; Osman, O; Alsubai, S; Jamel, L",The digital orchard: advanced data-driven technologies in apple breeding and genetic modification,2026,FRONTIERS IN PLANT SCIENCE,1,10.3389/fpls.2025.1725617,Review,,WOS:001668709400001,Q3
"Visotto, LE; Nasser, VG; Severino, VGP; Soares, MS; Faria, VR; God, PIVG","The effect of Hortia oreadica Groppo (Rutaceae) extracts on the growth, feeding and digestive enzymes of Anticarsia gemmatalis Hübner [1818] (Erebidae)",2026,JOURNAL OF PLANT PROTECTION RESEARCH,0,10.24425/jppr.2026.158068,Article,,WOS:001734993800010,Q9
"Miller, L; Treleaven, I; El Amrani, AI; Rossman, EI; Winters, BR; Pugsley, MK",The emerging use of artificial intelligence in safety pharmacology and toxicology,2026,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,1,10.1016/j.vascn.2026.108424,Article,,WOS:001769039000001,Q3
"Chen, DP; Gong, YF; Chen, JN; He, R",The evolution and future of advanced control strategies for chiller plant sequence and optimal loading in buildings: a review of modern control theory and artificial intelligence algorithms,2026,ENERGY AND BUILDINGS,0,10.1016/j.enbuild.2026.117578,Article,,WOS:001771581600001,Q3
"Karaismailoglu, R; Bozbuga, N","The historical evolution, technological transformation, and future vision of personalized medicine: a narrative review",2026,PERSONALIZED MEDICINE,0,10.1080/17410541.2026.2715375,Review; Early Access,,WOS:001844493800001,Q3
"Kim, M; Jeong, E; Park, J; D'Souza, A; Tsai, MS; Yan, CL; Ivanov, I; Chazin, WJ; Kim, HS; Schärer, OD",The interaction of XPG with TFIIH through p62 and XPD is required for the completion of nucleotide excision repair,2026,NUCLEIC ACIDS RESEARCH,3,10.1093/nar/gkag078,Article,,WOS:001680163600001,Q9
"Wheeler, CE; Begliomini, F; Holcomb, A; Keshav, S; Madhavapeddy, A; Coomes, D",The path to robust evaluation of carbon credits generated by forest restoration and REDD plus projects,2026,REMOTE SENSING OF ENVIRONMENT,2,10.1016/j.rse.2025.115041,Article,,WOS:001604877900001,Q3
"Fedorova, E; Ledyaeva, S; Stepanov, V",The ripple effect: How fake news shapes stock market behavior,2026,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,0,10.1016/j.iref.2026.105386,Article,,WOS:001779331600001,Q9
"Ruiz-Ogarrio, JS; Velasco, JM; Estévez-Mendoza, C",The road to decentralization: Optimal coverage on Decentralized Physical Infrastructure Networks (DePIN),2026,FINANCE RESEARCH LETTERS,1,10.1016/j.frl.2025.109115,Article,,WOS:001651226900001,Q3;Q6
"Yousaf, MW; Nadeem, AH; Nadeem, MF; Qaisar, R","The role of artificial intelligence in sarcopenia: Advances, applications, and future directions",2026,COMPUTATIONAL BIOLOGY AND CHEMISTRY,3,10.1016/j.compbiolchem.2026.108930,Article,,WOS:001680176700001,Q3
"Hassija, V; Majumder, T; Roy, D; Piyush, R; Chamola, V",The role of large language models (LLMs) in enhancing intelligent transportation systems: A survey,2026,VEHICULAR COMMUNICATIONS,4,10.1016/j.vehcom.2025.100996,Article,,WOS:001659879600001,Q3
"Sultana, A; Sarma, KK",The shift from centralized analytics to federated learning in smart grids: a comprehensive review,2026,KNOWLEDGE AND INFORMATION SYSTEMS,0,10.1007/s10115-026-02793-3,Review,,WOS:001808520600001,Q3
"Lim, YX; Ming, LC; Ng, NCS; Leow, S; Ingle, RG",The transformative and turbulent integration of artificial intelligence in clinical trials: a critical review,2026,DISCOVER COMPUTING,0,10.1007/s10791-026-10205-x,Review,,WOS:001785262400003,Q3
"Wang, RS; Ding, XM; Zhang, WY; Shi, TL","The transformative potential of artificial intelligence in pediatric medicine: Current applications, methodological challenges, and future directions",2026,PEDIATRIC INVESTIGATION,1,10.1002/ped4.70061,Review,,WOS:001753993100001,Q3
"Naimatullah; Shi, LL; Cheng, LJ",Theoretical investigation of CO oxidation mechanisms on transition metal-decorated C24N24 fullerene,2026,CHEMICAL PHYSICS,0,10.1016/j.chemphys.2026.113347,Article,,WOS:001814401600001,Q9
"Mahadevan, V; Subbaiyan, N; Thanikodi, S",Thermochemical conversion of mixed domestic waste via hydrothermal liquefaction for sustainable bio crude production: process optimization and techno-economic assessment,2026,CHEMICAL PAPERS,0,10.1007/s11696-026-05367-3,Article; Early Access,,WOS:001836886200001,Q9
"Leadholm, N; Clay, V; Knudstrup, S; Lee, H; Hawkins, J","Thousand-Brains Systems: Sensorimotor Intelligence for Rapid, Robust Learning and Inference",2026,NEURAL COMPUTATION,1,10.1162/NECO.a.1508,Article,,WOS:001772974800004,Q5
"Nezhada, MM; Atmacaa, UI; Kasyapa, H; Maple, C; He, LG",Threat landscape of Edge-AI-assisted connected autonomous vehicles (CAV),2026,INTERNET OF THINGS,0,10.1016/j.iot.2026.101973,Article,,WOS:001783878500001,Q3
"Lai, JQ; Yavari, M; Lee, PVS; Ackland, DC",Three-Dimensional human motion analysis using LiDAR technology: A systematic review,2026,JOURNAL OF BIOMECHANICS,1,10.1016/j.jbiomech.2026.113292,Review,,WOS:001751255300001,Q3
"Si, WT; Zhao, J; Ju, HQ; Xing, QL; Guo, HL; Guo, XH",Three-dimensional solar interfacial evaporation for desalination: From coupled transport regulation to practical freshwater productivity,2027,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,0,10.1016/j.rser.2026.117372,Article,,WOS:001850484600002,Q3
"Jafari, F; Karami, A",Throughput Maximization through Distributed Dynamic Flow Regulation in On-chip Networks,2026,JOURNAL OF SUPERCOMPUTING,0,10.1007/s11227-026-08771-4,Article,,WOS:001857847100002,Q3
"Zhang, R; Liu, HK; Li, GG; Wang, ZY; Ye, ZL; Liu, Z; Jia, CR",Tibetan Sentiment Analysis Based on Cross-Language Sentence Vector Contrastive Distillation Learning,2026,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,0,10.3837/tiis.2026.06.001,Article,,WOS:001813211300001,Q8
"Fan, HT; Zhao, Y; Yu, J; Gong, ZR; Xu, XA; Li, HZ",Tibetan-Chinese Speech-to-Speech Translation Based on Large Speech Models,2026,DATA INTELLIGENCE,0,10.3724/2096-7004.di.2025.0137,Article,,WOS:001799532500001,Q8
"Gebremeskel, HG; Feng, C; Abera, AM; Binegde, GN",TigCLaF: a cross-lingual large language model framework for sentiment-aware text classification in low-resource tigrigna,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-42786-4,Article,,WOS:001745176200009,Q1;Q8
"Abad, G; Picek, S; Urbieta, A",Time-Distributed Backdoor Attacks on Federated Spiking Learning,2026,"COMPUTER SECURITY-ESORICS 2025, PT I",0,10.1007/978-3-032-07884-1_1,Proceedings Paper,,WOS:001656842900001,Q3
"Li, SP; Zhang, B; Zheng, JX; Liu, ZQ; Zhang, X; Ye, G; Yang, CY; Wang, LJ; Tang, H",Time-LLM-based multisource and multihorizon deformation forecasting for dam safety monitoring,2026,RESULTS IN ENGINEERING,2,10.1016/j.rineng.2026.110407,Article,,WOS:001748311700003,Q4
"Oh, C; Youn, J; Ryu, W; Park, JH",Time-Series Modeling-Based Early Detection of DDoS Attacks in Drone Networks,2026,ELECTRONICS,0,10.3390/electronics15132945,Article,,WOS:001819137700001,Q10
"Shubham; Kumar, A; Bhattacharyya, A",Time-frequency based novel deep neural networks for COPD detection from lung sounds on edge device,2026,COMPUTATIONAL BIOLOGY AND CHEMISTRY,0,10.1016/j.compbiolchem.2026.109240,Article,,WOS:001824246700001,Q10
"Han, H; Trimi, S; Lee, SM",Tiny Machine Learning (TinyML): Research trends and future application opportunities,2026,ARRAY,5,10.1016/j.array.2025.100674,Article,,WOS:001662316800001,Q3
"Bilbao, I; Iradier, E; Montalban, J; Fernández, M; Eizmendi, I; Angueira, P",Tiny Neural Receiver: Enabling On-Device Learning for Scalable and Adaptive 6G Devices,2026,AI,0,10.3390/ai7040144,Article,,WOS:001749218300001,Q5
"Jha, K; Jain, A",Tiny-transformer based multimodal biometric authentication with edge fusion and federated split learning,2026,SIGNAL IMAGE AND VIDEO PROCESSING,0,10.1007/s11760-026-05521-0,Article,,WOS:001804866000002,Q10
"Wanna, Y; Wiratchawa, K; Intharah, T",TinyAct: A framework for real-time action recognition in the cloud through distillation learning,2026,PLOS ONE,0,10.1371/journal.pone.0347245,Article,,WOS:001744477300010,Q5
"Jain, V; Gupta, A; Verma, P; Gill, SS",TinyFed6G: Federated Learning With TinyML for Resource-Constrained Intelligence in 6G Edge Networks,2026,IEEE WIRELESS COMMUNICATIONS,3,10.1109/MWC.2025.3649785,Article,,WOS:001663425200001,Q3;Q10
"Quadar, N; Chehri, A; Debaque, B",TinyML Datasets as Enablers of 6G Edge Intelligence: Key Insights and Research Gaps,2026,IEEE WIRELESS COMMUNICATIONS,2,10.1109/MWC.2025.3645146,Article,,WOS:001682798900001,Q10
"Qin, SM; Chen, YC; Masuduzzaman, M; Xu, CS; Li, R; Wu, T; Fu, DY; Jiang, WW; Gadekallu, TR","TinyML for Eddy Current Testing: A Review of Advances, Challenges, and Applications",2026,IEEE INTERNET OF THINGS JOURNAL,1,10.1109/JIOT.2026.3685248,Review,,WOS:001788881400022,Q3
"Yang, AF; Kang, F; Bu, WJ",TinySecGPT: Small-Parameter LLMS Can Outperform Large-Parameter LLMS in Cybersecurity,2026,CMC-COMPUTERS MATERIALS & CONTINUA,1,10.32604/cmc.2025.073979,Article,,WOS:001721106600001,Q8
"Gong, TF; Wu, JL; Chen, YX; Xiong, SW",Tiper: Tokenwise Prompt-Free Learning,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0,10.1109/TGRS.2026.3712293,Article,,WOS:001828009800043,Q8
"Zhao, N; Hashim, NMHN; Liu, Z; Kakuda, N; Si, SY",Too smart for comfort? How neural inference depth shapes consumer adoption of brain-computer interfaces,2027,JOURNAL OF RETAILING AND CONSUMER SERVICES,0,10.1016/j.jretconser.2026.105016,Article,,WOS:001845919300001,Q5
"Tan, CY; Wen, RQ; Li, RP; Zhao, ZF; Hossain, E; Zhang, HG",Tool-Aided Evolutionary LLM for Generative Policy Toward Efficient Resource Management in Wireless Federated Learning,2026,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,1,10.1109/JSAC.2025.3645754,Article,,WOS:001700634200021,Q3
"Bailey, MM","Topology as a language for emergent organization in complex systems: Multiscale structure, higher-order interactions, and structural diagnostics",2026,CHAOS,0,10.1063/5.0337419,Review,,WOS:001861816800001,Q10
"Tang, QW; Sun, W; Liu, Z; Hatziargyriou, ND; Xiao, Y; Yuan, XH",Topology-Aware Stable Multi-Agent Reinforcement Learning Framework for AirGroundWANET Inspection,2026,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,0,10.1109/TNSE.2026.3678873,Article,,WOS:001740789700002,Q3
