Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Palma C.; Carvalho I.C.; Tavares M.N.,"Feminist Subversion and “Algorithmic Co-authorship” in Artistic Practice with GenAI: Ivona Tau, Stephanie Dinkins, and the Authorial Artifact in/visibilidades no feminino 3.0; [SUBVERSÃO FEMINISTA E “COAUTORIA ALGORÍTMICA” NA PRÁTICA ARTÍSTICA COM GENAI: IVONA TAU, STEPHANIE DINKINS E O ARTEFACTO AUTORAL IN/VISIBILIDADES NO FEMININO 3.0]",2026,Convergencias: Revista de Investigacao e Ensino das Artes,0,10.53681/c1514225187514391s.37.401,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048832897,Q7
Bowler A.L.; Pennells J.; Knoerzer K.; Eastham L.; Jarvis A.; Watson N.J.,Fermentelligence – Can AI-optimised fermentation of agri-food side streams deliver the sustainable protein promise?,2026,Current Opinion in Green and Sustainable Chemistry,0,10.1016/j.cogsc.2026.101091,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105048075856,Q3
Michael Raj T.F.; Agoramoorthy M.; Uthirapathy S.E.; Loganathan S.; Sathyanarayanan D.,Few-Shot Federated Learning Framework for Rare Event Prediction in Heterogeneous IoT Sensor Networks,2026,"2026 9th International Conference on Intelligent Computing and Control Systems, ICICCS 2026",0,10.1109/ICICCS67901.2026.11502980,Conference paper,,2-s2.0-105040997477,Q3
Zhong T.; Hao Z.; Lu S.,Few-Shot Framework for Seismic Denoising: A Correction-Denoising-Inverse Strategy with Dynamic Edge-Aware Regularization and Lightweight CNN,2026,IEEE Transactions on Geoscience and Remote Sensing,0,10.1109/TGRS.2026.3704251,Article,,2-s2.0-105043046643,Q3
Azhaguramyaa V.R.; Nivas P.,Few-Shot Meta-Learning for Hallucination-Free Cross-Lingual Prompt Optimization in Low-Resource Indic Languages,2026,"Proceedings of 9th International Conference on Computing Methodologies and Communication, ICCMC 2026",0,10.1109/ICCMC69250.2026.11624848,Conference paper,,2-s2.0-105047034783,Q4
Zhang X.; Zhu C.; Huang J.,Few-Shot Multimodal Sensor Fusion Framework for Adaptive Sports Action Recognition in Inclusive Physical Education,2026,International Journal of Humanoid Robotics,0,10.1142/S0219843626400104,Article,,2-s2.0-105034804036,Q1
Fu Y.; Dai R.; Ye O.,Few-Shot Named Entity Recognition Approach Based on Large Language Models,2026,"Proceedings of 2026 5th International Conference on Big Data, Information and Computer Network, BDICN 2026",0,10.1145/3801228.3801340,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038031055,Q1;Q9
Wang K.; Qiao Q.,Few-Shot SAR Target Recognition with Low-Rank Adapted Vision Transformers,2026,DLCV 2026 - 2026 IEEE 3rd International Conference on Deep Learning and Computer Vision,1,10.1109/DLCV69906.2026.11635136,Conference paper,,2-s2.0-105047675212,Q1
Zhang S.; Tsang E.C.C.; Wang Y.; Wu J.,Fidelity-Preserving Concept Stylization with ST-LoRA and multimodal conditions,2026,Expert Systems with Applications,1,10.1016/j.eswa.2025.128966,Article,,2-s2.0-105011028246,Q4
Deshpande M.; Gangarde D.; Dhage A.; Sathe P.; Yenkikar A.; Pandit P.,FinBuddy AI - Personalized Financial Manager,2026,"2026 International Conference on Emerging Smart Computing and Informatics, ESCI 2026",0,10.1109/ESCI68015.2026.11493297,Conference paper,,2-s2.0-105040841492,Q3
Sheth R.; Khandekar S.; Mrudul V.; Sankhe M.; Mangla M.; Hole P.,FinFlow: Enhancing Portfolio Performance Through Risk Optimization,2026,"6th Biennial International Conference on Nascent Technologies in Engineering, ICNTE 2026",0,10.1109/ICNTE66387.2026.11437455,Conference paper,,2-s2.0-105036642484,Q3
Mali N.; Patel S.; Khandare V.; Dhavde Y.; Bhuvad P.,FinSight: Personal Financial Health Scoring and Advisory System using Machine Learning,2026,"Proceedings of 7th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks, ICICV 2026",0,10.1109/ICICV68925.2026.11554902,Conference paper,,2-s2.0-105042729875,Q3
Azenzoul A.; Mahouat N.; El Gharbaoui O.; Tayazime J.; Moussaid A.; Mokhlis K.,"FinTech Integration and Tax Compliance: A Systematic Literature Review of Risk, Criminal Justice Challenges, and Due Process Implications",2026,Journal of Risk and Financial Management,0,10.3390/jrfm19070457,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105045883760,Q3
Pagad N.S.; Adithya S.,FinVision AI: A Multi-Model Machine Learning Framework for Financial Risk Management and Portfolio Optimization,2026,GSEACT 2026 - 2026 IEEE Global Symposium on Emerging and Communication Technologies,0,10.1109/GSEACT68539.2026.11620016,Conference paper,,2-s2.0-105047891713,Q3
Jurkuch A.; Mahgoub I.,"Financial IoT Smishing Detection: Challenges, Gaps, and Research Roadmap",2026,"2026 IEEE 2nd Secure and Trustworthy Cyberinfrastructure for IoT and Microelectronics, SATC 2026 - Conference Proceedings",0,10.1109/SATC69565.2026.11542545,Conference paper,,2-s2.0-105042271396,Q3
Li S.,Financial asset price prediction and quantitative trading strategy optimization based on deep reinforcement learning,2026,Discover Computing,0,10.1007/s10791-026-10174-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040577613,Q3;Q7
Wang C.-A.; Huang S.-H.; Chen C.-T.; Fang Y.-T.,Financial reinforcement learning under concept drift based on knowledge distillation and curriculum learning,2026,Decision Support Systems,0,10.1016/j.dss.2026.114624,Article,,2-s2.0-105028618121,Q3
Zhang T.; Yu P.; Xia Z.; Dai L.; Zhou X.; Gao H.,Fine-Grained DINO Tuning with Dual Supervision for Face Forgery Detection,2026,Proceedings of the AAAI Conference on Artificial Intelligence,1,10.1609/aaai.v40i15.38275,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034600341,Q1;Q5
Li M.; Zhang H.; Zhang Y.; Zeng L.; Chen C.; Shao Q.; Wan W.; Hu S.; Zhang L.Y.,Fine-Grained Poisoning Framework Against Federated Learning,2026,IEEE Transactions on Dependable and Secure Computing,1,10.1109/TDSC.2025.3604514,Article,All Open Access; Green Open Access,2-s2.0-105014970847,Q3
Zhang M.; Lu X.; Lai T.; Li X.; Zhang W.; Ren F.,Fine-Tuned Large Language Models for Hierarchical Sentiment Analysis of Earnings Calls,2026,"2026 10th International Conference on Electronic Information Technology and Computer Engineering, EITCE 2026",0,10.1109/EITCE70137.2026.11634429,Conference paper,,2-s2.0-105048946534,Q1
Liu X.; Su C.,Fine-Tuning Large Language Models for Automated Resume Screening in Human Resource Management: A Comparative Performance Analysis,2026,"Journal of Engineering, Project, and Production Management",0,10.32738/JEPPM-2026-0092,Article,All Open Access; Gold Open Access,2-s2.0-105048344609,Q1
Sai C.V.; Elmitwally N.S.; Rice I.; Mahmoud H.; Vickers I.; Schmoor X.,Fine-Tuning Open-Source Large Language Models for Cybersecurity and IT Support: A Comparative Study on LLM Fine-Tuning Techniques,2026,IEEE Open Journal of the Computer Society,0,10.1109/OJCS.2026.3685799,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036863245,Q1
Yeleussinov A.; Buribayev Z.; Beisov N.; Kalzhanov N.; Satymbekov M.; Akhatov U.; Alimkulov Y.,Fine-Tuning Qwen3 Models for the Legal Domain of Kazakhstan: A Comparative Study of LoRA-Adapted Models for Bilingual Legal Question Answering,2026,Applied Sciences (Switzerland),1,10.3390/app16136777,Article,All Open Access; Gold Open Access,2-s2.0-105044504072,Q1
Deyyam A.,Fine-Tuning Strategies for Efficient Large Language Model Adaptation,2026,"2026 6th International Conference on Intelligent Technologies, CONIT 2026",0,10.1109/CONIT69683.2026.11621302,Conference paper,,2-s2.0-105047326700,Q1
Mugoh E.; Obonyo S.; Kituku B.; Wandeto J.,Fine-Tuning a Bilingual Large Language Model for Personalised Maternal Health Risk Assessment in Low-Resource Settings: A Kiswahili-English Framework for Kenya,2026,"2026 6th International Conference on Computer Communication and Artificial Intelligence, CCAI 2026",0,10.1109/CCAI69603.2026.11641987,Conference paper,,2-s2.0-105048954336,Q1
Ghoroori M.; Chen Z.; Hooff G.,Fine-Tuning a Robustly Optimized Encoder Representation from Transformers Model for Domain-Specific Named Entity Recognition in Drilling Reports,2026,SPE Journal,0,10.2118/233392-PA,Article,,2-s2.0-105041659633,Q1;Q9
E E.; Deepthi J.K.; Sirigiri J.C.; Madam S.L.; Swathi Priya Y.,Fine-grained emotion recognition using RoBERTa with low-rank adaptation and retrieval-augmented context contrastive definition pretraining masked language modeling and multi-dataset transfer learning,2026,International Journal of Computers and Applications,0,10.1080/1206212X.2026.2708345,Review,,2-s2.0-105046495927,Q1;Q2;Q5
Xu X.; Yu L.; Yuan Y.; Wang S.; Chai R.; Li C.,Fine-grained tree-species segmentation in UAV RGB imagery using parameter-efficient segment anything adaptation,2026,Journal of Forestry Research,0,10.1007/s11676-026-02107-x,Article,,2-s2.0-105046606775,Q4
Jiang Y.; Li Z.; Song B.,Fine-tuning large language models in federated learning with fairness-aware prompt selection,2026,Neural Networks,3,10.1016/j.neunet.2025.108160,Article,,2-s2.0-105018175443,Q3
Spatharis C.; Koutrintzes D.; Dagioglou M.,First Impressions Matter: Primacy Bias in Deep Reinforcement Learning during Human-Robot Co-learning,2026,"Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction, HRI Companion 2026",0,10.1145/3776734.3794500,Conference paper,,2-s2.0-105036943468,Q7
Zhang Q.; Chen Z.; Zhang X.,Fisher information matrix metric path planning for USV/AUV cooperative localization,2026,Measurement Science and Technology,0,10.1088/1361-6501/ae4d76,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105033426356,Q7
Xu W.; Jiang X.; Cui Q.; Xu L.; Wang X.,Fission-based Dynamic Hypergraph Neural Network,2026,Pattern Recognition,1,10.1016/j.patcog.2026.113995,Article,,2-s2.0-105039590209,Q7
Zhong Y.; Liu Z.; Jin X.; Fan L.; Wang Z.,Fixed-Time Consensus of Multi-Agent Systems in Asymmetric Signed Networks With Application to UAV Swarms,2026,IEEE Transactions on Vehicular Technology,0,10.1109/TVT.2026.3692480,Article,,2-s2.0-105039070732,Q7
Chen B.,FlashServe: Cost-Efficient Serverless Inference Scheduling for Large Language Models via Tiered Memory Management and Predictive Autoscaling,2026,"Proceedings of 2025 6th International Conference on Computer Science and Management Technology, ICCSMT 2025",4,10.1145/3795154.3795363,Conference paper,All Open Access; Gold Open Access,2-s2.0-105036482809,Q4
Huang X.; Qiu W.; Jie W.; Xia Q.; Zhang Q.; Sun Y.; Xie M.; Liu Y.; Zheng Z.,FlashShield: Detecting Flash Loan Attacks in DeFi Using Hypergraph Neural Network,2026,IEEE Transactions on Dependable and Secure Computing,0,10.1109/TDSC.2026.3698115,Article,,2-s2.0-105041756107,Q7
Li W.; Chen L.; Li Z.; Wang H.,Flexible Load Regulation for Non-Industrial Users Based on Multi-Agent Reinforcement Learning,2026,"38th Chinese Control and Decision Conference, CCDC 2026",0,10.1109/CCDC69976.2026.11560230,Conference paper,,2-s2.0-105043888170,Q3;Q7
Cong C.; Song Y.; Di Ieva A.; Chou A.; J. Gill A.; Coiera E.; Liu S.,Flexible and scalable federated learning with deep feature prompts for digital pathology,2026,npj Digital Medicine,2,10.1038/s41746-026-02710-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046126713,Q3
Haripriya R.; Khare N.; Pandey M.; Biswas S.,Flip-med: federated learning for innovative precision medicine - enhancing data privacy and predictive performance,2026,Knowledge and Information Systems,0,10.1007/s10115-026-02692-7,Article,,2-s2.0-105045084550,Q3
Rizzo G.; Palma N.P.; Marsan M.A.; Mancuso V.,Floating Gossip: Serverless Distributed Learning in Dynamic Scenarios,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2026.3682564,Article,,2-s2.0-105036691115,Q3
Govindaraj D.S.P.; Ajesh K.M.; Talukdar M.J.; George S.V.,FloodSense-VLM: A Lightweight Vision-Language Model for Real-Time Disaster Management,2026,"Proceedings of 2nd International Conference on Visual Analytics and Data Visualization, ICVADV 2026",0,10.1109/ICVADV67766.2026.11469877,Conference paper,,2-s2.0-105037432427,Q1
Khan S.U.R.; Asim M.N.; Vollmer S.; Dengel A.,FloraSyntropy-net: scalable deep learning with novel FloraSyntropy archive for large-scale plant disease diagnosis,2026,Plant Methods,3,10.1186/s13007-026-01519-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035848274,Q3
Li X.; Ning J.; Poh G.S.; Yin X.; Zhang L.Y.; Zhang T.,Fluent: Round-efficient secure aggregation for private federated learning,2026,Computer Standards and Interfaces,3,10.1016/j.csi.2025.104096,Article,All Open Access; Green Open Access,2-s2.0-105021937153,Q3
Liu X.; Ju Y.; Li M.; Liu L.; Chen C.; Hou F.; Xu G.; Wu C.,Fluid Antenna-assisted Intelligent Multi-User Communications in Cloud-based Cell-Free Networks,2026,Proceedings - IEEE INFOCOM,0,10.1109/INFOCOM59046.2026.11571572,Conference paper,,2-s2.0-105044561492,Q7
Polato M.,Fluke: Federated learning utility framework for experimentation and research,2026,Future Generation Computer Systems,1,10.1016/j.future.2025.108241,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105023823174,Q3
Wang Z.; Zuo X.; Dong W.,Flying Co-Stereo: Enabling Long-Range Aerial Dense Mapping via Collaborative Stereo Vision of Dynamic-Baseline,2026,IEEE Transactions on Robotics,1,10.1109/TRO.2026.3658293,Article,,2-s2.0-105029026896,Q7
Gayathri C.; Yedhu Krishnan T.V.; Kumar S.S.; Poovarasan K.; Vel M.S.H.,FocusED: An NLP-Driven Personalized and Affective-Aware Learning Framework for Neurodivergent Students,2026,"Proceedings of the International Conference on Smart Electronic Devices and Intelligent Systems, ICSEDIS 2026",0,10.1109/ICSEDIS68157.2026.11518527,Conference paper,,2-s2.0-105041901422,Q3
Shaik M.; Prabhakar G.,Fog based Data Communication using the Machine Learning Algorithms,2026,"4th International Conference on Integrated Circuits and Communication Systems, ICICACS 2026",0,10.1109/ICICACS68679.2026.11578746,Conference paper,,2-s2.0-105044457892,Q3
Meng J.; Zhang X.; Hou J.; Qi S.; Ma F.; Wang Z.; Li D.,For automated cell culture systems: A high-speed style-transfer and prior-guided network for high-precision cell monitoring in bright-field microscopy,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.114747,Article,,2-s2.0-105044280197,Q3
Gao J.; Gedawy H.K.; Harras K.A.,ForeSight: Context-Aware Load Balancing for Distributed Edge Video Analytics,2026,"Proceedings - 2026 IEEE 27th International Symposium on a World of Wireless, Mobile and Multimedia Networks, WoWMoM 2026",0,10.1109/WoWMoM69805.2026.00021,Conference paper,,2-s2.0-105047164577,Q3;Q7
Sangeetha G.; Lalitha R.; Basha H.; Varadarajan V.,Forecasting Crypto Market Prices Using Stacked Bidirectional LSTM,2026,HKIE Transactions Hong Kong Institution of Engineers,0,10.33430/V32N1THIE-2024-0062,Article,All Open Access; Bronze Open Access,2-s2.0-105031745624,Q3
Saivijayalakshmi J.; Ziyath S.P.M.; Ayyanathan N.,"Forecasting Regional Coffee Demand by Comparative Analysis of Various Machine Learning Techniques, Along with Supply Chain Optimization",2026,Journal of Internet Services and Information Security,0,10.58346/JISIS.2026.I1.019,Article,All Open Access; Gold Open Access,2-s2.0-105033720959,Q3
Milillo D.; Sabino L.; Lazaroiu A.C.; Fulginei F.R.; Crescimbini F.,Forecasting for Flexibility: Benchmarking Local Statistical Vs. Global Deep Learning Models on Aggregated Industrial Loads,2026,"International Multi-Conference on Systems, Signals, and Devices, SSD",0,10.1109/SSD69655.2026.11558960,Conference paper,,2-s2.0-105045577872,Q3
Alipour B.; Ghasemnejad H.; Dorahaki S.; Rashidinejad M.; Zhou D.; Muyeen S.M.,Forecasting techniques for green hydrogen energy community scheduling: A comprehensive review and case study,2026,International Journal of Hydrogen Energy,0,10.1016/j.ijhydene.2026.156490,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105044570463,Q3
Venkateshwaran K.; Vasanth V.K.; Chandrasekaran K.; Nandha Kumar N.,Forest-Fire Response System using Deep-Learning-based Approaches with CCTV Images and Weather Data,2026,"Proceedings of 7th International Conference on Smart Systems and Inventive Technology, ICSSIT 2026",0,10.1109/ICSSIT69151.2026.11656422,Conference paper,,2-s2.0-105049056288,Q3
Chuang A.; Moh M.; Moh T.-S.,Formal Privacy Guarantee in Predictive Autoscaling by Differentially Private Federated Training,2026,"2026 International Conference on Computing, Networking and Communications, ICNC 2026",2,10.1109/ICNC68183.2026.11416864,Conference paper,,2-s2.0-105035749058,Q3
Reno S.; Roy K.; Shafin K.M.,Formal validation of proof-of-access architectures for mitigating the blockchain trilemma,2026,Journal of Supercomputing,0,10.1007/s11227-026-08588-1,Article,,2-s2.0-105039694430,Q3;Q7
Kammüller F.,Formalisation of Security for Federated Learning with DP and Attacker Advantage in IIIf for Satellite Swarms,2026,"2026 IEEE Conference on Artificial Intelligence, CAI 2026",0,10.1109/CAI68641.2026.11536512,Conference paper,,2-s2.0-105042044586,Q3
Induru V.; Radhakrishnan P.; Ramar V.A.; Kushala K.; Kolli Y.K.; Pravin Kumar S.K.,Fortifying the Cloud: AI-Driven Federated Learning for Intrusion Detection and Cyber Resilience,2026,Journal of Multiscale Modelling,0,10.1142/S1756973726400299,Article,,2-s2.0-105041963822,Q3;Q7
Londhe A.D.; Apare R.S.; Mahalle P.N.; Borhade R.H.,Fossa Greylag Goose algorithm–enabled hybrid deep learning for aqua quality status prediction using federated learning in IoT,2026,"International Journal of Modeling, Simulation, and Scientific Computing",0,10.1142/S1793962326500212,Article,,2-s2.0-105039302283,Q3;Q7
Nandini M.; Biradar D.N.,Fossa Skill Optimization Enabled Deep Learning for Medical Big Data Classification in IoT Using Federated Learning,2026,Iranian Journal of Science and Technology - Transactions of Electrical Engineering,1,10.1007/s40998-025-00973-5,Article,,2-s2.0-105028126320,Q3
Kong S.C.; Wang Q.,Fostering machine learning literacy in senior primary education: Evaluating a structured pedagogical course design,2026,Computers and Education: Artificial Intelligence,0,10.1016/j.caeai.2026.100631,Article,All Open Access; Gold Open Access,2-s2.0-105042363804,Q3
Feng H.; Peng D.,Foundation Models Meet Musculoskeletal Digital Twins: Uncertainty-Aware Early Detection of Subclinical Cartilage Damage via Cross-Modal Transfer Learning,2026,IEEE Journal of Biomedical and Health Informatics,0,10.1109/JBHI.2026.3712750,Article,,2-s2.0-105045390580,Q10
Sun W.; Yan R.; Jin R.; Zhao R.; Chen Z.,Foundation model-based federated learning for machine fault diagnosis,2026,Chinese Journal of Mechanical Engineering (English Edition),1,10.1016/j.cjme.2026.100233,Article,All Open Access; Gold Open Access,2-s2.0-105041360190,Q3
Gupta A.; Fanni S.C.; Veiga-Canuto D.; Guarnera A.,Foundation models in radiology: a primer for pediatric radiologists,2026,Pediatric Radiology,3,10.1007/s00247-026-06544-y,Review,,2-s2.0-105030187048,Q3
Binzagr F.; Hariri M.,Foundation-Model-Driven Skin Lesion Segmentation and Classification Using SAM-Adapters and Vision Transformers,2026,Diagnostics,2,10.3390/diagnostics16030468,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029830686,Q4
Erden Z.D.; Faltings B.,"Foundations of a Developmental Design Paradigm for Integrated Continual Learning, Deliberative Behavior, and Comprehensibility",2026,IEEE Transactions on Emerging Topics in Computational Intelligence,0,10.1109/TETCI.2025.3628744,Article,All Open Access; Green Open Access,2-s2.0-105022310989,Q3
Yu X.; Gao W.; Guo K.; Zhang Z.; Wang H.; Wang M.; Qiu S.; Tian W.,Fourier neural operator-based approach for real-time prediction of high-temperature heat pipes frozen startup,2026,Applied Thermal Engineering,0,10.1016/j.applthermaleng.2026.131964,Article,,2-s2.0-105042554551,Q10
Jacob S.L.; Parveen Sultana H.,Fractional groupers brown-bear optimization based spiking channel attention-based convolutional recurrent neural network for intrusion detection in heterogeneous federated IoT networks,2026,Array,0,10.1016/j.array.2026.101005,Article,All Open Access; Gold Open Access,2-s2.0-105041306067,Q7
Manasa R.; Prasad K.S.; Mithinesh P.; Singh T.K.; Ravi V.; Raju M.,FractureNet: Hybrid YOLOv11 and Vision Transformer Framework for Micro-Fracture Detection,2026,"Proceedings of the 4th IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation, IATMSI 2026",0,10.1109/IATMSI68868.2026.11465560,Conference paper,,2-s2.0-105037008681,Q3
Naveen D.N.; Yadav N.A.; Rajalakshmi P.,Framework for Explainable Learning in Federated 3D Multimodal Cancer Detection,2026,ESIC 2026 Proceedings - 6th International Conference on Emerging Systems and Intelligent Computing,0,10.1109/ESIC68176.2026.11496309,Conference paper,,2-s2.0-105040809367,Q3
Sriramkumar R.; Ashtankar N.; Lakshmanan M.; Dhanraj J.A.; Tamilamuthan R.; Hole S.R.,Framework for Privacy-Preserving Synthetic Medical Image and Report Generation,2026,"2026 1st International Conference on Emerging Trends in Advancements and Applications of Computational Intelligence Techniques, ETAACT 2026",0,10.1109/ETAACT69135.2026.11541952,Conference paper,,2-s2.0-105042191586,Q3
Guemmah T.; El Fadili H.,Framing Adversarial Federated Learning Threats through MITRE ATLAS,2026,"Statistics, Optimization and Information Computing",0,10.19139/soic-2310-5070-2842,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105033042207,Q3
Kalaivani A.; Prasad A.; Asha V.; Roy R.; Sathya J.; Kehri S.,Fraud Detection in Insurance Claims using XGBoost and Blockchain,2026,"Proceedings of the 2026 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics, IITCEE 2026",0,10.1109/IITCEE67948.2026.11394356,Conference paper,,2-s2.0-105041754750,Q3
Nayak S.,FraudGNN: Self-Supervised Graph Neural Anomaly Detection for Real-Time Financial Fraud with Adversarial Robustness and Explainable Reasoning,2026,"2026 IEEE 5th International Conference on AI in Cybersecurity, ICAIC 2026",0,10.1109/ICAIC67076.2026.11395860,Conference paper,,2-s2.0-105041764569,Q3
Patel T.P.; Kulkarni C.; Kole D.; Parikh M.; Keshava R.; Purushothaman R.,FraudSentinel: Federated Multi-Agent Reinforcement Learning for Privacy-Preserving Cross-Marketplace Fraud Detection in Distributed E-Commerce Ecosystems,2026,"2026 IEEE 5th International Conference on AI in Cybersecurity, ICAIC 2026",15,10.1109/ICAIC67076.2026.11395673,Conference paper,,2-s2.0-105041766809,Q3
Fang C.; Hao S.; Li D.; Ye Y.,FreCLIP: a Frequency-Guided network for few-shot hyperspectral and LiDAR classification,2026,Remote Sensing Letters,0,10.1080/2150704X.2026.2667246,Article,,2-s2.0-105037469547,Q4
Luo F.; Wu J.; Wang H.; Yan X.,FreeFL: Privacy-Preserving Cross-Silo Federated Learning Without Third Party,2026,IEEE Transactions on Dependable and Secure Computing,0,10.1109/TDSC.2026.3673257,Article,,2-s2.0-105032906252,Q3
Liu D.,Freezetune ASR: A Selective Freezing and Genetic Algorithm (GA) Based Selective Fine Tuning for Accent Robust English Speech Recognition,2026,"3rd International Conference on Integrated Intelligence and Communication Systems, ICIICS 2026",0,10.1109/ICIICS67880.2026.11483608,Conference paper,,2-s2.0-105042776988,Q10
Hu F.; Zhang A.; Li M.; Wang C.,Frequency-Domain Signatures for Proactive Defense Against Model Poisoning Attacks in Federated Learning,2026,IEEE Transactions on Information Forensics and Security,0,10.1109/TIFS.2026.3689720,Article,,2-s2.0-105038544909,Q3
Xia J.; Kong Z.; Wu X.; Shi B.; Han Y.; Xu M.,Frequency-Domain Trajectory Planning for Autonomous Driving in Highly Dynamic Scenarios,2026,Applied Sciences (Switzerland),0,10.3390/app16052447,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105032632021,Q3
Xiao Z.; Li Z.; Deng Z.,Frequency-aware adaptive modeling for image-based fine-grained food recognition and characterization,2026,Journal of Food Measurement and Characterization,0,10.1007/s11694-026-04881-y,Article,,2-s2.0-105048892237,Q4
He F.; Lv Z.; Shi C.; Li J.; Benediktsson J.A.,Frequency-aware cosine similarity alignment network in remote sensing semantic segmentation,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.133054,Article,,2-s2.0-105041002081,Q4
Dwivedi J.; Shukla M.M.; Upadhyay A.; Wal A.; Sharma K.K.; Gasmi A.,From 16S rRNA to deep learning: Evolution of computational approaches in human microbiome studies,2026,Computational Biology and Chemistry,2,10.1016/j.compbiolchem.2025.108852,Review,,2-s2.0-105025168777,Q3
Ardila C.M.; Vivares-Builes A.M.; Pineda-Vélez E.,From Algorithmic Performance to Clinical Translation: Translational Readiness of Imaging-Based Artificial Intelligence in Dentistry—A Systematic Review,2026,Healthcare (Switzerland),0,10.3390/healthcare14131952,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105045265795,Q3
Mehak; Yadav N.; Barua D.,From Algorithms to Outcomes: Bridging the Deployment Gap in Medical AI,2026,"2026 11th International Conference on Applying New Technology in Green Buildings, ATiGB 2026",0,10.1109/ATiGB70203.2026.11628362,Conference paper,,2-s2.0-105048768793,Q3
Lee W.B.; Constantinides A.G.,"From Bellman to Real-Time: Graph Compression, DCRNN, and MARL for Scalable Energy System Control—Methodology and Initial Validation",2026,Electronics (Switzerland),0,10.3390/electronics15143119,Article,All Open Access; Gold Open Access,2-s2.0-105045913295,Q3;Q7
Yan J.; De Carvalho P.; Henriques J.; Loureiro J.; Lam C.-T.; Madeira H.,From Centralized Learning to Federated Setting: Keeping Reliability on Track,2026,"Proceedings - 2026 56th Annual IEEE International Conference on Dependable Systems and Networks, DSN 2026",0,10.1109/DSN69566.2026.00057,Conference paper,,2-s2.0-105045200101,Q3
Guberovic E.; Ivandic H.; Pervan B.,From Centralized to Federated Learning: Communication-Efficient Training of Clinical Risk Models,2026,"2026 49th MIPRO ICT and Electronics Convention, MIPRO 2026 - Proceedings",0,10.1109/MIPRO70003.2026.11591534,Conference paper,,2-s2.0-105046147326,Q3
Efendioglu S.; Pehlivan H.,From Chat to Academia: Calibrating Formality in Low-Resource Languages,2026,IEEE Access,0,10.1109/ACCESS.2026.3652343,Article,All Open Access; Gold Open Access,2-s2.0-105028008900,Q1
Nurdinawati D.; Sukamdi S.; Listyaningsih U.; Pitoyo A.J.,From Crisis to Peri-Urban Precarity: The Dynamics of Place Disutility in Distress Migration,2026,Suranaree Journal of Social Science,0,10.55766/sjss283033,Article,All Open Access; Gold Open Access,2-s2.0-105036030253,Q4
Chen Y.; Sun Z.; Wang G.; Liang Q.; Yu X.; Hao D.,From Cryptic to Clear—Training on LLM Explanations to Detect Smart Contract Vulnerabilities,2026,ACM Transactions on Software Engineering and Methodology,0,10.1145/3765753,Article,,2-s2.0-105040722302,Q3
Bourgerie R.; Girdzijauskas Š.; Fodor V.,From Euclidean to Graph-Structured Data: A Survey of Collaborative Learning,2026,Transactions on Machine Learning Research,0,,Article,,2-s2.0-105032772214,Q3
Kashyap T.; Sharma N.; Tiwari R.G.; Agarwal A.K.; Vasani J.; Rakesh N.,From FP32 to QLoRA: A Four-Phase Experimental Pipeline for Assessing Accuracy Recovery in Quantized Transformers,2026,"Proceedings of 6th International Conference on Expert Clouds and Applications, ICOECA 2026",0,10.1109/ICOECA68095.2026.11485055,Conference paper,,2-s2.0-105038079808,Q1
Wang Y.,From Few-Shot Learning to Data-Efficient Intelligence,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i47.41356,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034272467,Q3
Sehgal S.; Verma A.; Bansal H.,From Forgetting to Future: A Survey of Machine Unlearning Approaches,2026,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,1,10.1002/widm.70082,Review,,2-s2.0-105033673650,Q3
Sankaran S.,From Fragmentation to Trust: Standardizing Communication in Federated Learning,2026,"International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2026",0,10.1109/ACDSA67686.2026.11467978,Conference paper,,2-s2.0-105037675914,Q3
