title,year,sources,venue_or_id,abstract
Fully decentralized inference for spatial data using low-rank models,2026,WoS,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,"Advancements in information technology have enabled the creation of massive spatial datasets, driving the need for scalable and efficient computational methodologies. Although offering viable solutions, centralized frameworks are limited by vulnerabilities such as single-point failures and communication bottlenecks. This paper presents a fully decentralized framework tailored for parameter inference in spatial low-rank models to address these challenges. A key obstacle arises from the spatial dependence among observations, which prevents the log-likelihood from being expressed as a summation-a critical requirement for decentralized optimization. To overcome this challenge, we propose a novel objective function leveraging the evidence lower bound, which facilitates the use of decentralized optimization techniques. Our approach employs a block descent method integrated with multi-consensus and dynamic consensus averaging for effective optimization. We prove the convexity of the new objective function in the vicinity of the true parameters, ensuring the convergence of the proposed method. We also present the first theoretical results that establish the consistency and asymptotic normality of the estimator within the context of spatial low-rank models. Simulations and real-world data experiments corroborate these theoretical findings, showcasing the robustness and scalability of the framework."
Graph Cross-Domain Continual Fine-Tuning via Orthogonal LoRA Routing with Contrastive Expert Specialization,2026,Scopus,WWW 2026 - Proceedings of the ACM Web Conference 2026,"This paper investigates a novel and critical problem of Graph Cross-Domain Continual Fine-Tuning, which aims to adapt a large pre-trained Graph Foundation Model across diverse domains. Existing continual graph learning methods are mostly limited to incremental settings within only a single domain, and are typically trained from scratch. As a result, they fail to handle cross-domain shifts effectively, suffer from severe forgetting, and lack transferability. To address these challenges, we present G-CORMoL, Graph Continual Fine-tuning with Orthogonal, Router-driven Mixture of LoRA experts. G-CORMoL achieves effective adaptation while preserving prior knowledge by enforcing mathematical orthogonality between expert LoRA adapters, thereby eliminating interference across tasks. It further supports cross-domain knowledge transfer through a symmetric dual-driven routing mechanism that learns a global composition policy over all learned LoRA experts. In addition, it promotes expert specialization via a contrastive objective with theoretical guarantees. Extensive experiments on different cross-domain task orders demonstrate that G-CORMoL achieves robust state-of-the-art performance, not only preventing catastrophic forgetting but also leveraging accumulated knowledge to enable positive transfer. © 2026 Owner/Author."
HAFLQ: Heterogeneous Adaptive Federated LoRA Fine-Tuned LLM With Quantization,2026,WoS,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,"Federated fine-tuning of pre-trained Large Language Models (LLMs) enables task-specific adaptation across diverse datasets while preserving privacy. However, challenges such as high computational and memory demands, heterogeneous client resources, bandwidth constraints, and ineffective global aggregation hinder its efficiency. To address these issues, we propose HAFLQ (Heterogeneous Adaptive Federated LoRA Fine-tuned LLM with Quantization), featuring four technical innovations. First, a salience-driven adaptive quantization scheme ranks transformer blocks by Hessian-based importance scores, applying block-wise quantization (e.g., INT8 for low-salience blocks, FP32 for critical ones) tailored to each client's GPU capacity. Second, an importance-based parameter management mechanism enables clients with limited resources to selectively freeze low-importance LoRA rank-1 matrices (identified via gradient-sensitivity metrics) while training only critical ones, avoiding truncation-induced performance loss. Third, bandwidth-adaptive communication quantization allocates higher precision (32/16-bit) to important parameters and lower precision (8/4-bit) to less critical ones based on wireless channel conditions, prioritizing transmission of high-impact rank-1 matrices. Fourth, adaptive rank-1 matrix-level aggregation weights client contributions by Frobenius norm and aggregates only updated matrices, preventing information dilution from zero-padding approaches. Experiments on text classification tasks show that HAFLQ outperforms existing heterogeneous federated learning baselines in convergence speed and accuracy under bandwidth-sufficient conditions. Under bandwidth-constrained scenarios, HAFLQ reduces memory usage by 31% via adaptive LLM quantization and communication cost by 49% via adaptive communication quantization, while the complete framework achieves 50% relative accuracy improvement over the zero-padding aggregation baseline (from 59% to 89%)."
Improving Dialect Robustness in Large Language Models via LoRA and Mixture-of-Experts,2026,Scopus,"VarDial 2026 - 13th Workshop on NLP for Similar Languages, Varieties and Dialects, Proceedings of the Workshop","Despite the success of large language models (LLMs) in a wide range of applications, it has been shown that their performance varies across English dialects. Differences among English dialects are reflected in vocabulary, syntax, and writing style, and can adversely affect model performance. Several studies evaluate the dialect robustness of LLMs, yet research on enhancing their robustness to dialectal variation remains limited. In this paper, we propose two parameter-efficient frameworks for improving dialectal robustness in LLMs: DialectFusion where we train separate LoRA layers for each dialect and apply different LoRA merging methods, and DialectMoE which is built on top of Mixture of Experts LoRA and introduces multiple LoRA-based experts to the feed-forward layer to internally model the dialectal dependencies. Our comprehensive analysis on five open-source LLMs for sentiment and sarcasm tasks in zero- and few-shot settings shows that our proposed approaches enhance the dialect robustness of LLMs and outperforms instruct and LoRA fine-tuning based approaches. © 2026 Association for Computational Linguistics."
Improving Learning of New Diseases Through Knowledge-Enhanced Initialization for Federated Adapter Tuning,2026,Scopus,IEEE Transactions on Medical Imaging,"In healthcare, federated learning (FL) is a widely adopted framework that enables privacy-preserving collaboration among medical institutions. With large foundation models (FMs) demonstrating impressive capabilities, using FMs in FL through cost-efficient adapter tuning has become a popular approach. Given the rapidly evolving healthcare environment, it is crucial for individual clients to quickly adapt to new tasks or diseases by tuning adapters while drawing upon past experiences. In this work, we introduce Federated Knowledge-Enhanced Initialization (FedKEI), a novel framework that leverages cross-client and cross-task transfer from past knowledge to generate informed initializations for learning new tasks with adapters. FedKEI begins with a global clustering process at the server to generalize knowledge across tasks, followed by the optimization of aggregation weights across clusters (inter-cluster weights) and within each cluster (intra-cluster weights) to personalize knowledge transfer for each new task. To facilitate more effective learning of the inter- and intra-cluster weights, we adopt a bi-level optimization scheme that collaboratively learns the global intra-cluster weights across clients and optimizes the local inter-cluster weights toward each client’s task objective. Extensive experiments on three benchmark datasets of different modalities, including dermatology, chest X-rays, and retinal OCT, demonstrate FedKEI’s advantage in adapting to new diseases compared to state-of-the-art methods. © 1982-2012 IEEE."
LLM-MM: End-to-End Robust Multimodal Beam Prediction for 6G V2X Networks via MoE-LoRA Adaptation,2026,WoS,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"In 6G vehicle-to-everything (V2X) scenary, precise millimeter-wave beam prediction under dynamic environmental disturbances faces critical challenges of latency-accuracy trade-offs and cross-scenario generalization. It not only requires accurate and prompt determination of the vehicle's position, but also needs to overcome external environmental disturbances. However, most existing schemes suffer from critical limitations such as poor adaptability in extreme scenarios, prolonged decision latency, and restricted cross-scenario generalization capability. Towards this end, we propose LLM-MM: an end-to-end robust multimodal beam prediction framework for 6G V2X networks via MoE-LoRA Adaptation. Specifically, we first construct a distinctive beam prediction architecture to leverage the powerful inference capabilities of the Large Language Model (LLM), thereby shortening the inference time while ensuring the inference accuracy. Secondly, by integrating the Mixture-of-Experts with Low-Rank Adaptation model, LLM-MM not only ensures its generalization ability across multiple scenarios but also reduces the training cost. Our framework integrates a rigorously evaluated open-source LLM, selected through systematic comparison of multiple candidates to achieve optimal performance. Extensive numerical results demonstrate the advantages of proposed framework from multiple perspectives."
LoGIC: Multi-LoRA Guided Importance Consensus for Multi-Task Pruning in Vision Transformers,2026,Scopus,Proceedings of the AAAI Conference on Artificial Intelligence,"Deploying Vision Transformers (ViTs) in real-world multi-task learning remains challenging due to their massive computational costs and the difficulty of pruning shared backbones without harming task performance. Single-task pruning often causes destructive interference by discarding weights critical to other tasks, while existing multi-task pruning strategies remain costly and unscalable for billion-parameter models. We propose Multi-LoRA Guided Importance Consensus (LoGIC), a unified framework for efficient and robust multi-task ViT pruning. LoGIC follows a two-phase procedure: (i) task-consistent pruning of LoRA modules, guided by a task-adaptive gating mechanism that balances shared and task-specific contributions while enforcing structured sparsity for deployment; and (ii) cross-task consensus pruning of the frozen ViT backbone, which retains both universally shared and task-specialized capabilities, enabling aggressive sparsity without sacrificing accuracy. Across five diverse vision benchmarks, LoGIC achieves up to 50% structured sparsity while maintaining competitive accuracy and surpassing all baselines. © 2026, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
Localized LoRA-MoE: Block-wise Low-Rank Experts With Adaptive Routing,2026,arXiv,arXiv:2607.05114,"Large Language Models (LLMs) and high-dimensional perception networks increasingly rely on parameter-efficient fine-tuning (PEFT) to adapt to diverse operational contexts. However, standard methods like LoRA are structurally limited by a monolithic bottleneck, making them highly susceptible to gradi"
MACE: Modular Adaptive Code Engine with Context-Aware LoRA Expert Routing and Hierarchical Retrieval-Augmented Generation,2026,Scopus,CEUR Workshop Proceedings,"Recent advances in large language models (LLMs) for code generation have achieved impressive results on standard benchmarks, yet current systems lack mechanisms for dynamic adaptation to diverse programming tasks, languages, and project contexts. This paper presents MACE (Modular Adaptive Code Engine), a framework that addresses these limitations through three novel contributions: (1) a context-aware LoRA expert routing mechanism that dynamically selects and blends lightweight domain-specialized adapters based on semantic analysis of the input task; (2) a hierarchical three-level retrieval-augmented generation (RAG) system that provides global, project, and local code context with level-specific retrieval strategies; and (3) a multi-signal verification loop that iteratively refines generated code using execution feedback, static security analysis, and style checking. MACE is evaluated on an extended curated benchmark of 25 coding problems across three difficulty levels and additionally on a 50-problem subset of the standard HumanEval benchmark, comparing a base Qwen2.5-Coder-7B model against its low-rank adaptation (LoRA)-enhanced variant. The experimental results demonstrate that the LoRA expert achieves a 35% average speedup in code generation (up to 43% on hard problems) while simultaneously improving correctness from 84% to 96%, surpassing the base model by 12 percentage points. The Python-specialized expert was trained on a curated dataset of 12,450 examples over 3 epochs using a single consumer-grade GPU. The MACE framework is implemented as a Python package with CLI, REST API, and IDE integration interfaces, making it accessible to researchers, developers, and non-programmers alike. Copyright © 2026 for this paper by its authors."
MHP-SERVE: Mobile Heterogeneous Parallel Serving for LoRA Inference,2026,WoS,"WIRELESS SENSOR NETWORKS, CWSN 2025","Large language models (LLMs) are widely used in various fields, and the demand for LLM inference on mobile devices is also growing. LoRA technology, due to its high efficiency and low cost, is a basic method for fine-tuning pre-trained models for downstream tasks. However, due to the limited hardware resources of mobile devices, ensuring efficient inference while fully utilizing mobile hardware resources becomes a key issue. Considering the characteristics of heterogeneous computing resources and unified memory architecture on mobile devices, we propose MHP-SERVE, an LLM inference framework for mobile devices. MHP-SERVE ensures effective partitioning of LoRA-based models, guaranteeing that LoRA inference computations run on the CPU and base model computations run on the GPU. It also designs a heterogeneous parallel execution scheme to effectively ensure the correct sequential execution of synchronization points. By using shared memory in a unified memory architecture to share tensors, it optimizes the delay caused by memory copies in existing solutions, achieving efficient CPU-GPU data transfer. Extensive experiments show that this framework reduces the latency of generating the first token by 10%-20% and the overall end-to-end inference by 10%."
MI-PEFT: Mixture-of-Experts Integrated Parameter-Efficient Fine-Tuning Protein Language Models Improves Acidophilic Proteins Classification,2026,arXiv,arXiv:2609.08059,"Acidophilic proteins that remain stable and functional under highly acidic conditions, are important for industrial biocatalysis, acid-related bioprocessing, and the discovery of acid-stable enzymes. However, their identification relies heavily on time-consuming experimental screening methods. With "
MLLoRA: Leveraging meta-learning and LoRA for efficient multi-task fine-tuning in LLM-driven medical applications,2026,WoS,PATTERN RECOGNITION LETTERS,"In recent years, large language models (LLMs) have garnered considerable attention across various fields, particularly in medical diagnosis and clinical decision support. However, fine-tuning LLMs for medical applications presents two significant challenges: the task diversity problem, which leads to data imbalance and the seesaw problem, and the high computational cost associated with the large number of parameters in LLMs. To address these challenges, we propose a novel framework, MLLoRA, which integrates the strengths of Meta-Learning and Low-Rank Adaptation. Specifically, MLLoRA utilizes a task sampling network to intelligently partition multitask datasets and employs meta-learning to optimize LoRA's low-rank parameter matrices through inner and outer loop training. This approach enables precise task-specific fine-tuning while promoting efficient knowledge sharing across tasks. Experimental results on multi-task medical datasets demonstrate that MLLoRA significantly outperforms existing efficient parameter fine-tuning methods in both performance and efficiency, particularly in medical diagnosis and clinical decision support tasks, underscoring its strong potential for practical applications.Code and datasets will be made publicly available."
MMtuning: An Advanced Multi-adapter Framework for Efficient Multimodal Large Language Models Fine-Tuning,2026,WoS,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2025, PT III","Modular skill acquisition has emerged as a promising paradigm in multi-task parameter-efficient fine-tuning (PEFT), enhancing knowledge organization and task transfer. Building on this concept, we propose MMtuning, an advanced PEFT framework for multimodal large language models (MLLMs), enabling direct fine-tuning from pre-trained unimodal models. In MMtuning, we formulate a multimodal skill allocation matrix that concurrently learns with the multi-adapter skill inventory, enabling optimal skill allocation for input samples during task fine-tuning. Experiments on ScienceQA and Visual7W demonstrate that MMtuning achieves superior sample efficiency compared to existing PEFT methods with the equivalent parameter volumes."
MT-MoA: A Unified Parameter-Efficient Multi-Task Adaptation Framework Toward Image Coding for Machines,2026,Scopus,IEEE Transactions on Multimedia,"With the increasing demand for machine vision applications, Image Coding for Machines (ICM) has garnered increasing attention, focusing on compressing images to support downstream analytics rather than human perceptual fidelity. Among ICM methods, transfer-based methods aim to adapt pre-trained human-oriented codecs to individual tasks with minimal parameter overhead. However, they suffer from linearly increasing computational costs and underutilization of shared information across tasks. To address these issues, we propose MT-MoA, a unified parameter-efficient multi-task adaptation framework for ICM. Inspired by recent advances in Mixture-of-Experts (MoE), we propose Instance-Aware Mixture-of-Adapters (IA-MoA) modules in the encoder to capture task-agnostic features, and Task-Aware Mixture-of-Adapters (TA-MoA) modules in the decoder to perform task-conditioned reconstruction. To achieve high parameter efficiency and promote cross-task information transfer, we propose a shared adapter pool that learns transferable features across instances and tasks, while a dynamic router that allocates adapters adaptively based on input or task requirements. Extensive experiments on PASCAL-Context demonstrate that MT-MOA achieves state-of-the-art rate-accuracy performance across diverse machine tasks. Further evaluation on MS-COCO across additional tasks validates its strong scalability and generalization capability. © 1999-2012 IEEE."
MoE$^2$-LoRA: When MoE Models Meet MoE-style Low-Rank Adaptation,2026,arXiv,arXiv:2607.21978,"Mixture-of-Experts (MoE) architectures have been widely adopted in large language models, yet parameter-efficient fine-tuning (PEFT) for MoE models remains underexplored. Existing PEFT methods for MoE either ignore router priors with uniform adapters, reducing efficiency and risking forgetting, or r"
MoE-based Feature Adapter for Prompt-free Binary Coronary Artery Segmentation in X-ray Angiography,2026,arXiv,arXiv:2608.24783,"Accurate segmentation of coronary arteries in X-ray angiography videos is essential for quantitative coronary analysis and image-guided interventions. However, accurate segmentation remains challenging because coronary vessels are thin and exhibit low contrast, while the presence of catheters, guide"
MoEGen: Mixture-of-Experts for Instance-Adaptive LoRA Generation,2026,arXiv,arXiv:2608.03275,"Parameter-efficient fine-tuning (PEFT) enables efficient adaptation of large language models, but existing MoE-based PEFT methods typically improve capacity by storing multiple full LoRA experts, causing adapter storage to grow linearly with the number of experts and restricting adaptation to a fixe"
Multi-Adapter LLMs: Dynamic Mixture of LoRAs for Scalable Personalization,2026,Scopus,"2026 International Conference on Smart Futuristic Technology, ICSFT 2026","Large Language Models (LLMs) have demonstrated remarkable generalization and reasoning capabilities, but their performance in domain-specific or user-personalized contexts remains limited by the inefficiency of fine-tuning full model parameters. This paper explores a modular approach using multiadapter Low-Rank Adaptation (LoRA) techniques, dynamically mixed at inference time to achieve scalable personalization across diverse tasks. The study examines hybrid adaptation strategies for optimizing latency, parameter efficiency, and model interpretability within large-scale environments. A proposed architecture integrates dynamic adapter selection, prompt-based routing, and attention reweighting mechanisms that enable flexible, task-aware adaptation. The work concludes with case studies and evaluations highlighting substantial gains in personalization quality and compute efficiency across multiple benchmarks. © 2026 IEEE."
Multi-adapter based Federated Learning Framework for Remaining Useful Life Estimation Considering Heterogenous Local Edge Systems,2026,Scopus,Industrial Engineering and Management Systems,"While various Federated Learning (FL) models have been proposed for predictive maintenance considering multiple distributed production environments, the different data formats in each local environment and the heterogeneous architecture of edge systems have been regarded as major issues hindering successful FL. In order to overcome these issues, a new and effective multi-adapter based global model considering local edge systems with Non-Independent and Identically Distributed (Non-IID) data is proposed. The proposed FL model allows local machines with heterogeneous structures to reflect their unique characteristics while sharing the common features of the target product family to predict the remaining useful life. To achieve this, a multi-stream deep learning architecture based on multi-adapters is proposed for handling the multiple features of various local machines. To demonstrate the effectiveness of the proposed framework, the remaining useful life of the same type of aircraft engines manufactured in different production environments is predicted. Compared to existing FL methodologies, the proposed framework is experimentally demonstrated to achieve high prediction accuracy for the remaining useful life by handling non-IID data generated from local edge systems with different structures. © 2026 KIIE"
On the Construction and Implications of Low-Loss Valleys in LoRA-based Bayesian Inference,2026,arXiv,arXiv:2605.29580,"While parameter-efficient fine-tuning methods like low-rank adaptation (LoRA) are standard for large language models, principled estimation of epistemic uncertainty remains challenging. Recent results in the LoRA regime suggest that discrete multi-mode approaches such as deep ensembles offer little "
PEML: Parameter-efficient Multi-Task Learning with Optimized Continuous Prompts,2026,arXiv,arXiv:2605.14055,"Parameter-Efficient Fine-Tuning (PEFT) is widely used for adapting Large Language Models (LLMs) for various tasks. Recently, there has been an increasing demand for fine-tuning a single LLM for multiple tasks because it requires overall less data for fine-tuning thanks to the common features shared "
PFAdapter: Hierarchical LoRA Decomposition for Personalized Federated MLLMs,2026,arXiv,arXiv:2607.12111,"Agentic AI systems are reshaping communications and networking by deploying autonomous intelligent agents capable of collaborative learning while maintaining data privacy at network edges. Within distributed network environments, Multimodal Large Language Models (MLLMs) serve as cognitive engines fo"
Parameter-Efficient Large Model Transfer and Cloud-Edge Collaborative Inference Method for Edge Devices,2026,Scopus,"2026 IEEE 6th International Conference on Electronic Technology, Communication and Information, ICETCI 2026","To address the issue that large language models are difficult to deploy on edge devices due to their huge number of parameters, this paper proposes a parameter-efficient transfer learning method and a cloud-edge collaborative inference framework. This framework deploys the computationally intensive pre-trained language model on the cloud with its parameters frozen, and places the lightweight Adapter-based text embedding module and task transfer module on the edge side. Cloud-edge collaborative inference is realized through minimal data interaction, which greatly reduces edge computing and storage overhead while sharing the large cloud model. Experiments are conducted on four NLP datasets: MNLI, SST-2, QQP, and QNLI. The average performance of the model reaches 94% of that of full fine-tuned BERT, and is close to mainstream efficient fine-tuning methods such as LoRA on the QNLI task. Simulated deployment results show reasonable inference latency, with network IO accounting for approximately 18% in large-sample scenarios. This scheme effectively balances model performance and resource consumption, provides technical support for the implementation of AI applications in educational scenarios such as smart education and lightweight intelligent teaching terminals, and offers a feasible solution for large model deployment in edge scenarios. © 2026 IEEE."
Per-FedLoRA: Personalized Federated LoRA Fine-Tuning for Multi-Task Large Language Models,2026,Scopus,"2026 International Wireless Communications and Mobile Computing Conference, IWCMC 2026","The emergence of Large Language Models (LLMs) has revolutionized natural language processing, yet adapting these models to specialized domains via distributed clients is hindered by strict data privacy regulations and constrained communication resources. Although federated learning mitigates the data silo issue by enabling collaborative training without exposing raw local data, federated LLM fine-tuning under heterogeneous multi-task environments still faces critical challenges: i) the massive communication overhead required for synchronizing vast LLM parameters, and ii) severe representation conflicts across divergent tasks, where standard global aggregation often leads to catastrophic performance degradation and structural output collapse in format-sensitive tasks (e.g., Named Entity Recognition). To address these challenges, we propose Per-FedLoRA, a personalized federated fine-tuning framework for multi-task distributed LLMs. First, we adopt a parameter-efficient federated strategy that communicates only Low-Rank Adaptation (LoRA) modules while keeping the backbone LLM frozen locally, ensuring high communication efficiency and data security. Second, we introduce a hierarchical representation decoupling mechanism. Instead of applying unified global aggregation, this mechanism selectively aggregates lower-level adapters to capture universal semantic features while strictly preserving high-level task-specific adapters locally to maintain domain specialization. Third, we formalize this framework to tackle realistic cross-task heterogeneity, effectively mitigating the negative transfer and ""weight hedging""effects caused by conflicting optimization spaces. Finally, extensive experimental evaluations demonstrate that our proposed Per-FedLoRA successfully rescues format-sensitive tasks from aggregation collapse, achieving superior multi-task performance and enhanced personalization capability compared to standard federated baselines. © 2026 IEEE."
PreLort: Prefix-Nested LoRA for Federated Fine-Tuning under Rank Heterogeneity,2026,arXiv,arXiv:2606.15963,"Federated fine-tuning of large language models using parameter-efficient methods such as LoRA enables privacy-preserving adaptation of foundation models. Heterogeneous hardware resources introduce challenges, as clients with different adapter ranks cannot be directly aggregated. While existing metho"
Priority-Aware Learning-Unlearning Correction for Dynamic Decentralized LoRA Fine-Tuning,2026,arXiv,arXiv:2606.22878,"As large language models (LLMs) are increasingly deployed at the network edge to provide pervasive generative AI services, decentralized federated learning (DFL) provides a vital mechanism for privacy-preserving, domain-specific fine-tuning through peer-to-peer exchanges of parameter-efficient updat"
Prototype-Guided and Lightweight Adapters for Inherent Interpretation and Generalisation in Federated Learning,2026,WoS,"MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2025, PT VII","Federated learning (FL) provides a promising paradigm for collaboratively training machine learning models across distributed data sources while maintaining privacy. Nevertheless, real-world FL often faces major challenges including communication overhead during the transfer of large model parameters and statistical heterogeneity, arising from non-identical independent data distributions across clients. In this work, we propose an FL framework that 1) provides inherent interpretations using prototypes, and 2) tackles statistical heterogeneity by utilising lightweight adapter modules to act as compressed surrogates of local models and guide clients to achieve generalisation despite varying client distribution. Each client locally refines its model by aligning class embeddings toward prototype representations and simultaneously adjust the lightweight adapter. Our approach replaces the need to communicate entire model weights with prototypes and lightweight adapters. This design ensures that each client's model aligns with a globally shared structure while minimising communication load and providing inherent interpretations. Moreover, we conducted our experiments on a real-world retinal fundus image dataset, which provides clinical-site information. We demonstrate inherent interpretable capabilities and perform a classification task, which shows improvements in accuracy over baseline algorithms (Code is available at https://github.com/berenslab/ FedAdapterProto)."
RW-LoRA: Communication-Efficient Decentralized LoRA Fine-Tuning via Random Walks,2026,arXiv,arXiv:2609.00078,"Parameter-efficient fine-tuning methods such as LoRA have become a standard approach for adapting large foundation models. Adopting fine-tuning to distributed settings faces several challenges. Most existing distributed LoRA methods rely on centralized aggregation, and gossip-based decentralized LoR"
Rethinking Factor Sharing in Federated LoRA: A Rank-Aware Adaptive Approach,2026,arXiv,arXiv:2608.09742,"Low-rank adaptation (LoRA) represents large language model (LLM) updates with two compact matrix factors, i.e., $A$ and $B$, providing an efficient way to fine-tune large models in federated learning paradigm. Inspired by the asymmetric roles of the LoRA factors, we study whether $A$ should be share"
Routing Is Not Enough: Diagnosing Intra-Adapter Subspace Contention in MoE+LoRA Fine-Tuning,2026,arXiv,arXiv:2609.03150,"Multi-domain fine-tuning often combines MoE routing with LoRA, assuming that token-level routing separates domain-specific updates. We test this assumption in MoE+LoRA using Python code paired with biomedical text and mathematical reasoning. Although these domains show near-disjoint expert routing, "
SpecPrefetch: Parameter-Efficient Expert Prefetching for Sparse MoE Foundation Models,2026,arXiv,arXiv:2607.24787,"Sparse Mixture-of-Experts (MoE) models expand foundation model capacity through conditional expert activation, but their full expert pools remain difficult to deploy under limited accelerator memory. Although expert offloading alleviates memory pressure by moving inactive experts to host memory or s"
Spend Experts Where You Are Unsure: Confidence-Adaptive Routing for Mixture-of-Experts LoRA,2026,arXiv,arXiv:2607.26052,"Mixture-of-Experts (MoE) variants of Low-Rank Adaptation (LoRA) route every token to a fixed number of experts $k$. Tokens differ in how uncertain the model is about them, so a single k over-spends on easy tokens and under-serves hard ones. We observe that the router's output distribution is already"
Statistical Inference for Rank Allocation in Low-Rank Adaptation,2026,arXiv,arXiv:2607.20205,"Low-rank adaptation (LoRA) has become a widely used parameter-efficient fine-tuning method for large language models. Since different modules and layers may contribute unequally to downstream adaptation, allocating rank resources under a fixed parameter budget is an important problem for balancing e"
TCPA-MedMTL: A Task-Conditioned Prototype Adapter for Multi-Task Medical Image Classification,2026,Scopus,"2026 7th International Conference on Computer Vision, Image and Deep Learning, CVIDL 2026","This paper proposes TCPA-MedMTL, a task-conditioned prototype adapter for multi-task medical image classification. The framework employs a lightweight CNN as a shared encoder to extract general visual features across medical image tasks. Meanwhile, learnable task-specific prototype vectors are introduced, and a task-conditioned adapter with a gating mechanism adaptively rectifies shared features, achieving a favorable trade-off between shared representation and task-specific modeling. Experiments are conducted on three MedMNIST subsets: PathMNIST (multi-class), BreastMNIST (binary), and ChestMNIST (multi-label). GroupNorm, task-aware augmentation, positive-class weighting, and automatic mixed precision training are adopted. TCPA-MedMTL achieves superior AUC and ACC, demonstrating effectiveness for heterogeneous multi-task medical image classification. © 2026 IEEE."
TailorLLM: Collaborative End-Cloud Inference of Large and Small Language Models Based on Low-Rank Adaptation,2026,Scopus,EUROSYS 2026 - Proceedings of the 2026 European Conference on Computer Systems,"With the rapid expansion of large language model inference service users, cloud computing resource costs have become a critical challenge for service providers. Although utilizing end-device resources for auxiliary inference provides new possibilities to reduce cloud computing costs, existing solutions struggle to achieve an ideal balance across multi-task accuracy, end-to-end latency, and cloud computing costs. We present TailorLLM, a task-level collaborative end-cloud inference solution based on low-rank fine-tuning for large language models. This framework comprises two core algorithms that support offline and online optimization, respectively: (i) To reduce transmission overhead while maintaining model performance, Resource-Friendly Low-Rank Adaptation (RFLoRA) decouples pre-trained parameters into cold and hot modules, reducing trainable parameters. (ii) To ensure coverage of users’ common tasks, we introduce AdapterMgr, an imitation learning-based replacement strategy that enables near-optimal dynamic management of the on-device LoRA matrix library. Finally, we implemented the TailorLLM prototype system on NVIDIA 3090 and Tesla T4 servers and thoroughly evaluated it on public task datasets. Compared to a series of baselines, TailorLLM reduces cloud resource consumption by up to 69.8% and inference latency by up to 62% while maintaining high accuracy. © 2026 Copyright held by the owner/author(s)"
Task-Aware Cloud-End Offloading for Vision-Language Model Serving via Dynamic Modality-Specific Adapter Scheduling,2026,Scopus,WWW 2026 - Proceedings of the ACM Web Conference 2026,"Large-scale vision-language models enable powerful cross-modal understanding and generation, driving rapidly growing demand for online inference services. However, cloud-centric serving often suffers from high latency, rising costs, and network dependency, while purely on-device deployment is constrained by limited memory and reduced accuracy on complex tasks. To address this accuracy-latency-cost trilemma, we propose ShiftVL, a task-aware end-cloud serving framework that shifts suitable execution to the end device with a cloud fallback. ShiftVL serves high-frequency requests on an end-side small VLM enhanced with ViTexLoRA, a modality-disentangled parameter-efficient tuning method that preserves cross-modal alignment, while routing low-frequency or complex requests to a cloud-hosted large VLM for higher accuracy. Under tight device budgets, ShiftVL employs a predictive adapter scheduler that combines LRU-style caching with imitation learning to pre-load task-specific adapters. Experiments with InternVL models show that ShiftVL reduces cloud cost by up to 76.3% and latency by up to 42.9% while maintaining high multi-task accuracy, demonstrating its practicality for real-world vision-language model serving. © 2026 Owner/Author."
Towards Universal Ultrasound Analysis: Parameter-Efficient Foundation Model with Task-Aware Routing for Heterogeneous Multi-Task Learning,2026,Scopus,Proceedings - International Symposium on Biomedical Imaging,"Developing a universal foundation model for ultrasound imaging is inherently challenging due to severe speckle noise, diverse acquisition protocols, and the semantic gap between heterogeneous clinical tasks. Traditional multi-task learning often suffers from negative transfer when simultaneously optimizing dense (i.e., segmentation, detection) and global (i.e., classification, regression) predictions. In this paper, we propose UltraTAR, a parameter-efficient Task-Aware Routing framework that won 1st Place in the Foundation Model Challenge for Ultrasound Image Analysis (FMC-UIA) 2026. Instead of full fine-tuning, we leverage a frozen Vision Foundation Model (VFM) adapted via Low-Rank Adaptation (LoRA) to preserve robust pre-trained representations while injecting lightweight task-specific knowledge. To overcome the architectural disconnect between single-scale foundation features and diverse task requirements, we design a task-aware dual-branch routing strategy, including a novel Feature Pyramid Adapter that constructs hierarchical FPN-compatible representations for dense tasks, and a CLS-guided feature fusion module that enriches global context for diagnostic tasks. Furthermore, an anchorfree CenterNet head and empirical loss scaling are integrated to harmonize optimization across 27 distinct subtasks. Evaluated on the large-scale FMC-UIA 2026 benchmark, our UltraTAR establishes a new state-of-the-art, outperforming the official baseline by large margins (e.g., +189% in Detection IoU and +19% in Segmentation DSC) and demonstrating exceptional versatility for universal ultrasound analysis. © 2026 IEEE."
